fecha,temperatura_media_C,humedad_relativa_%,velocidad_viento_m_s,velocidad_viento_km_h,precipitacion_mm_mes
2024-04-01,17.25,80.38,2.45,8.84,166.4
2024-05-01,10.46,79.14,2.27,8.18,7.32
2024-06-01,12.55,81.02,2.55,9.19,3.34
2024-07-01,8.19,74.93,1.99,7.16,2.65
2024-08-01,10.3,76.35,3.15,11.33,44.57
2024-09-01,16.11,64.43,2.88,10.36,2.15
2024-10-01,20.04,65.35,2.74,9.86,129.97
2024-11-01,22.47,60.33,3.06,11.01,77.81
2024-12-01,22.91,54.72,2.64,9.49,105.26
2025-01-01,27.76,46.54,2.16,7.79,45.76
2025-02-01,25.97,67.51,2.43,8.73,241.13
2025-03-01,21.57,78.61,2.36,8.48,145.03
2025-04-01,15.98,76.15,2.18,7.83,68.43
2025-05-01,14.73,79.46,2.28,8.22,138.53
2025-06-01,8.09,79.72,2.37,8.55,139.18
2025-07-01,10.13,82.51,2.48,8.92,62.46
2025-08-01,12.94,64.19,2.62,9.45,76.77
2025-09-01,,,,,0.0
