latitude,longitude,bulk_density,ca_co3,coarse_fragments,ecec,conductivity,organic_carbon,ph,clay,silt,sand,water_retention
-31.20145,-58.514641,,,,,,6.8,8.0,50.0,48.0,2.0,
-31.20145,-58.514641,,,,,,2.6,8.1,43.0,56.0,1.0,
-31.20145,-58.514641,,,,,,0.4,8.0,36.0,64.0,1.0,
-31.216612,-58.408231,,,,,,32.2,5.8,26.0,71.0,3.0,
-31.216612,-58.408231,,,,,,24.6,5.8,25.0,72.0,3.0,
-31.216612,-58.408231,,,,,,15.1,6.4,37.0,61.0,2.0,
-31.216612,-58.408231,,,,,,9.5,6.8,39.0,59.0,2.0,
-31.216612,-58.408231,,,,,,4.7,7.8,38.0,60.0,2.0,
-31.216612,-58.408231,,,,,,2.2,7.9,35.0,63.0,2.0,
-31.216612,-58.408231,,,,,,0.5,7.9,34.0,64.0,2.0,
-35.016667,-58.7,,,,,,20.6,8.5,22.0,57.0,21.0,
-35.016667,-58.7,,,,,,2.9,9.4,45.0,38.0,18.0,
-35.016667,-58.7,,,,,,1.6,9.4,30.0,52.0,18.0,
-35.016667,-58.7,,,,,,1.4,9.0,26.0,54.0,20.0,
-30.842555,-59.078246,,,,,,24.8,6.4,29.0,70.0,1.0,
-30.842555,-59.078246,,,,,,17.5,7.9,39.0,59.0,1.0,
-30.842555,-59.078246,,,,,,10.3,8.1,42.0,57.0,1.0,
-30.842555,-59.078246,,,,,,7.2,8.2,46.0,53.0,1.0,
-30.842555,-59.078246,,,,,,3.8,7.6,41.0,58.0,1.0,
-30.842555,-59.078246,,,,,,3.9,8.3,38.0,58.0,4.0,
-32.33738,-60.462927,,,,,,18.0,6.4,23.0,67.0,10.0,
-32.33738,-60.462927,,,,,,13.1,6.5,35.0,57.0,9.0,
-32.33738,-60.462927,,,,,,7.9,6.5,37.0,56.0,7.0,
-32.33738,-60.462927,,,,,,6.0,6.9,30.0,60.0,10.0,
-32.33738,-60.462927,,,,,,4.2,6.9,,,,
-32.33738,-60.462927,,,,,,3.2,6.8,,,,
-32.33738,-60.462927,,,,,,1.4,6.8,19.0,78.0,3.0,
-32.419653,-60.411978,,,,,,17.5,6.5,28.0,65.0,7.0,
-32.419653,-60.411978,,,,,,7.7,6.8,15.0,77.0,9.0,
-32.419653,-60.411978,,,,,,5.5,7.1,20.0,70.0,10.0,
-32.419653,-60.411978,,,,,,3.8,7.5,30.0,61.0,9.0,
-32.419653,-60.411978,,,,,,3.4,7.8,33.0,58.0,9.0,
-32.419653,-60.411978,,,,,,1.3,7.8,27.0,61.0,12.0,
-32.419653,-60.411978,,,,,,0.9,7.9,26.0,65.0,9.0,
-32.364363,-60.469509,,,,,,0.4,6.4,3.0,11.0,87.0,
-32.364363,-60.469509,,,,,,2.6,6.7,4.0,13.0,84.0,
-32.364363,-60.469509,,,,,,2.1,6.5,5.0,12.0,84.0,
-32.364363,-60.469509,,,,,,1.7,6.4,6.0,11.0,83.0,
-32.394356,-60.416419,,,,,,3.8,10.2,15.0,45.0,41.0,
-32.394356,-60.416419,,,,,,2.6,10.3,31.0,45.0,24.0,
-32.394356,-60.416419,,,,,,2.1,10.2,23.0,51.0,25.0,
-32.394356,-60.416419,,,,,,1.7,10.0,16.0,58.0,26.0,
-32.394356,-60.416419,,,,,,0.9,9.7,14.0,51.0,35.0,
-32.26943,-60.465376,,,,,,17.9,6.1,23.0,71.0,7.0,
-32.26943,-60.465376,,,,,,16.6,6.0,26.0,63.0,11.0,
-32.26943,-60.465376,,,,,,14.7,6.1,27.0,62.0,11.0,
-32.26943,-60.465376,,,,,,8.6,6.5,33.0,55.0,11.0,
-32.26943,-60.465376,,,,,,5.9,6.9,34.0,56.0,10.0,
-32.26943,-60.465376,,,,,,3.6,6.8,31.0,56.0,13.0,
-32.267644,-60.387732,,,,,,31.9,6.2,27.0,68.0,5.0,
-32.267644,-60.387732,,,,,,10.2,6.7,47.0,48.0,4.0,
-32.267644,-60.387732,,,,,,7.1,7.0,43.0,53.0,4.0,
-32.267644,-60.387732,,,,,,4.7,8.1,42.0,54.0,5.0,
-32.267644,-60.387732,,,,,,3.2,8.4,34.0,60.0,6.0,
-32.267644,-60.387732,,,,,,2.8,8.3,31.0,63.0,6.0,
-32.267644,-60.387732,,,,,,1.0,8.4,29.0,66.0,5.0,
-32.21686,-60.541389,,,,,,30.6,6.8,42.0,53.0,5.0,
-32.21686,-60.541389,,,,,,19.9,6.7,49.0,46.0,5.0,
-32.21686,-60.541389,,,,,,16.1,7.1,48.0,46.0,7.0,
-32.21686,-60.541389,,,,,,5.6,8.3,44.0,54.0,3.0,
-32.21686,-60.541389,,,,,,1.4,8.3,12.0,,,
-32.23039,-60.518911,,,,,,25.3,5.5,24.0,71.0,5.0,
-32.23039,-60.518911,,,,,,13.9,6.9,47.0,50.0,3.0,
-32.23039,-60.518911,,,,,,7.1,7.3,44.0,53.0,4.0,
-32.23039,-60.518911,,,,,,3.7,7.7,44.0,53.0,3.0,
-32.23039,-60.518911,,,,,,2.3,7.9,42.0,54.0,5.0,
-32.23039,-60.518911,,,,,,1.0,8.2,29.0,65.0,7.0,
-32.125905,-60.417303,,,,,,16.8,6.9,35.0,59.0,6.0,
-32.125905,-60.417303,,,,,,11.7,7.1,48.0,49.0,3.0,
-32.125905,-60.417303,,,,,,9.4,7.4,46.0,50.0,4.0,
-32.125905,-60.417303,,,,,,3.2,8.1,44.0,52.0,4.0,
-32.125905,-60.417303,,,,,,1.0,8.5,31.0,65.0,5.0,
-32.092702,-60.434142,,,,,,22.8,6.3,24.0,70.0,6.0,
-32.092702,-60.434142,,,,,,18.9,6.3,25.0,70.0,5.0,
-32.092702,-60.434142,,,,,,11.8,6.5,34.0,61.0,5.0,
-32.092702,-60.434142,,,,,,9.3,6.7,40.0,57.0,4.0,
-32.092702,-60.434142,,,,,,6.9,7.0,37.0,59.0,4.0,
-32.092702,-60.434142,,,,,,2.8,8.0,35.0,60.0,5.0,
-32.092702,-60.434142,,,,,,1.4,8.3,35.0,59.0,6.0,
-32.092397,-60.612022,,,,,,22.4,6.6,25.0,64.0,11.0,
-32.092397,-60.612022,,,,,,13.1,6.9,34.0,59.0,7.0,
-32.092397,-60.612022,,,,,,7.8,7.0,29.0,63.0,8.0,
-32.092397,-60.612022,,,,,,3.6,7.2,25.0,66.0,9.0,
-32.092397,-60.612022,,,,,,1.8,8.4,36.0,53.0,12.0,
-32.014044,-60.566274,,,,,,24.4,6.3,26.0,69.0,5.0,
-32.014044,-60.566274,,,,,,12.3,6.9,43.0,53.0,4.0,
-32.014044,-60.566274,,,,,,7.6,7.2,39.0,57.0,4.0,
-32.014044,-60.566274,,,,,,4.7,7.2,34.0,61.0,5.0,
-32.014044,-60.566274,,,,,,4.2,8.3,35.0,61.0,4.0,
-28.528411,-58.86425,,,,,,15.5,5.7,15.0,28.0,57.0,
-28.528411,-58.86425,,,,,,5.5,6.8,19.0,30.0,51.0,
-28.528411,-58.86425,,,,,,4.9,8.0,34.0,27.0,39.0,
-28.528411,-58.86425,,,,,,0.7,7.9,34.0,32.0,34.0,
-28.528411,-58.86425,,,,,,0.2,7.5,,,,
-32.200859,-60.218533,,,,,,27.6,6.3,32.0,66.0,3.0,
-32.200859,-60.218533,,,,,,9.5,7.1,45.0,53.0,3.0,
-32.200859,-60.218533,,,,,,6.7,8.1,50.0,47.0,3.0,
-32.200859,-60.218533,,,,,,2.3,8.5,42.0,56.0,3.0,
-32.200859,-60.218533,,,,,,0.5,8.6,40.0,59.0,1.0,
-32.197935,-60.180632,,,,,,33.1,7.5,65.0,33.0,2.0,
-32.197935,-60.180632,,,,,,30.8,7.5,62.0,36.0,2.0,
-32.197935,-60.180632,,,,,,28.3,7.5,40.0,57.0,2.0,
-32.197935,-60.180632,,,,,,23.4,7.3,41.0,56.0,3.0,
-32.197935,-60.180632,,,,,,5.2,8.0,53.0,45.0,2.0,
-32.197935,-60.180632,,,,,,0.5,7.9,38.0,60.0,1.0,
-32.197935,-60.180632,,,,,,0.5,7.9,46.0,52.0,1.0,
-28.520176,-58.980923,,,,,,1.2,5.2,5.0,13.0,82.0,
-28.520176,-58.980923,,,,,,1.1,5.3,10.0,12.0,78.0,
-28.520176,-58.980923,,,,,,1.9,5.5,13.0,14.0,73.0,
-28.520176,-58.980923,,,,,,1.8,5.1,4.0,10.0,87.0,
-28.520176,-58.980923,,,,,,4.3,4.9,28.0,12.0,59.0,
-28.520176,-58.980923,,,,,,3.6,4.6,28.0,11.0,61.0,
-32.15513,-60.183547,,,,,,24.6,7.7,47.0,51.0,2.0,
-32.15513,-60.183547,,,,,,18.3,7.7,42.0,56.0,2.0,
-32.15513,-60.183547,,,,,,12.0,7.7,48.0,50.0,2.0,
-32.15513,-60.183547,,,,,,4.2,8.3,45.0,54.0,1.0,
-32.15513,-60.183547,,,,,,1.9,8.4,50.0,49.0,1.0,
-32.15513,-60.183547,,,,,,1.4,8.2,50.0,49.0,1.0,
-31.876456,-60.619872,,,,,,32.0,7.2,39.0,48.0,13.0,
-31.876456,-60.619872,,,,,,24.7,7.5,48.0,41.0,10.0,
-31.876456,-60.619872,,,,,,15.7,8.2,47.0,46.0,7.0,
-31.876456,-60.619872,,,,,,10.1,8.3,37.0,56.0,7.0,
-31.876456,-60.619872,,,,,,2.9,8.2,26.0,56.0,18.0,
-32.080723,-60.647746,,,,,,20.2,6.1,19.0,69.0,12.0,
-32.080723,-60.647746,,,,,,7.9,7.0,34.0,48.0,8.0,
-32.080723,-60.647746,,,,,,4.6,7.0,27.0,63.0,10.0,
-32.080723,-60.647746,,,,,,2.2,7.1,20.0,68.0,12.0,
-32.080723,-60.647746,,,,,,1.4,8.5,39.0,49.0,12.0,
-31.916024,-60.623361,,,,,,29.1,6.7,46.0,52.0,2.0,
-31.916024,-60.623361,,,,,,18.3,7.5,71.0,28.0,1.0,
-31.916024,-60.623361,,,,,,7.9,7.9,62.0,37.0,1.0,
-31.916024,-60.623361,,,,,,4.7,7.9,56.0,44.0,1.0,
-31.916024,-60.623361,,,,,,1.4,7.8,54.0,46.0,1.0,
-31.916024,-60.623361,,,,,,1.0,7.8,47.0,52.0,0.0,
-32.139413,-60.361324,,,,,,22.0,5.5,26.0,68.0,5.0,
-32.139413,-60.361324,,,,,,9.6,6.4,48.0,49.0,4.0,
-32.139413,-60.361324,,,,,,2.8,6.9,41.0,55.0,4.0,
-32.139413,-60.361324,,,,,,1.0,7.2,31.0,64.0,5.0,
-32.139413,-60.361324,,,,,,0.5,7.8,52.0,44.0,4.0,
-32.113253,-60.286831,,,,,,30.3,6.1,35.0,61.0,3.0,
-32.113253,-60.286831,,,,,,9.1,6.8,53.0,44.0,3.0,
-32.113253,-60.286831,,,,,,4.7,7.3,46.0,51.0,3.0,
-32.113253,-60.286831,,,,,,2.8,7.9,63.0,34.0,3.0,
-32.113253,-60.286831,,,,,,1.0,8.3,49.0,47.0,5.0,
-32.329598,-60.258389,,,,,,25.4,5.5,23.0,71.0,6.0,
-32.329598,-60.258389,,,,,,19.0,5.8,32.0,62.0,6.0,
-32.329598,-60.258389,,,,,,10.3,5.1,33.0,62.0,5.0,
-32.329598,-60.258389,,,,,,6.4,7.1,32.0,63.0,5.0,
-32.329598,-60.258389,,,,,,1.9,7.9,21.0,74.0,5.0,
-32.329598,-60.258389,,,,,,1.6,8.0,21.0,74.0,5.0,
-28.444455,-58.992525,,,,,,7.0,5.8,7.0,14.0,79.0,
-28.444455,-58.992525,,,,,,9.9,5.4,10.0,21.0,69.0,
-28.444455,-58.992525,,,,,,9.0,4.7,26.0,26.0,48.0,
-28.444455,-58.992525,,,,,,4.0,5.2,31.0,22.0,47.0,
-28.444455,-58.992525,,,,,,2.0,6.1,30.0,24.0,46.0,
-28.444455,-58.992525,,,,,,1.5,6.1,22.0,31.0,47.0,
-28.444455,-58.992525,,,,,,1.6,6.1,20.0,26.0,54.0,
-28.370351,-58.924617,,,,,,12.0,4.7,14.0,27.0,59.0,
-28.370351,-58.924617,,,,,,5.3,4.5,10.0,26.0,64.0,
-28.370351,-58.924617,,,,,,5.3,5.2,28.0,22.0,50.0,
-28.370351,-58.924617,,,,,,3.6,6.3,38.0,21.0,41.0,
-28.370351,-58.924617,,,,,,1.8,7.0,39.0,24.0,37.0,
-28.370351,-58.924617,,,,,,1.2,6.5,38.0,28.0,34.0,
-28.621066,-58.916282,,,,,,3.5,5.2,5.0,6.0,89.0,
-28.621066,-58.916282,,,,,,1.8,5.0,6.0,8.0,86.0,
-28.621066,-58.916282,,,,,,1.6,4.7,7.0,12.0,81.0,
-28.621066,-58.916282,,,,,,0.6,4.4,6.0,10.0,85.0,
-28.621066,-58.916282,,,,,,2.9,4.4,17.0,9.0,74.0,
-28.621066,-58.916282,,,,,,3.4,4.5,24.0,9.0,67.0,
-29.268935,-58.910837,,,,,,1.6,7.3,4.0,8.0,89.0,
-29.268935,-58.910837,,,,,,1.3,9.6,10.0,15.0,75.0,
-29.268935,-58.910837,,,,,,1.1,9.8,17.0,10.0,73.0,
-29.268935,-58.910837,,,,,,0.3,10.0,17.0,20.0,63.0,
-29.522624,-59.357582,,,,,,6.7,6.2,27.0,37.0,36.0,
-29.522624,-59.357582,,,,,,2.6,7.7,29.0,42.0,30.0,
-29.522624,-59.357582,,,,,,9.6,5.7,16.0,35.0,49.0,
-29.522624,-59.357582,,,,,,32.6,5.2,18.0,46.0,37.0,
-29.522624,-59.357582,,,,,,2.0,7.3,29.0,37.0,35.0,
-29.522624,-59.357582,,,,,,1.1,6.9,30.0,38.0,33.0,
-29.522624,-59.357582,,,,,,0.5,6.6,29.0,32.0,39.0,
-29.009052,-58.528068,,,,,,26.1,6.6,52.0,38.0,10.0,
-29.009052,-58.528068,,,,,,13.6,6.7,61.0,34.0,6.0,
-29.009052,-58.528068,,,,,,9.8,7.0,65.0,28.0,7.0,
-29.009052,-58.528068,,,,,,3.9,7.3,64.0,26.0,10.0,
-29.009052,-58.528068,,,,,,4.0,7.8,61.0,31.0,8.0,
-29.220501,-59.307464,,,,,,3.9,4.4,5.0,17.0,79.0,
-29.220501,-59.307464,,,,,,3.7,4.3,8.0,21.0,72.0,
-29.220501,-59.307464,,,,,,2.9,4.6,5.0,20.0,75.0,
-29.220501,-59.307464,,,,,,1.0,4.9,4.0,20.0,77.0,
-29.220501,-59.307464,,,,,,3.6,5.1,25.0,15.0,59.0,
-29.220501,-59.307464,,,,,,2.6,5.2,22.0,15.0,63.0,
-29.795168,-59.368536,,,,,,21.6,5.4,16.0,36.0,48.0,
-29.795168,-59.368536,,,,,,12.0,5.8,19.0,36.0,45.0,
-29.795168,-59.368536,,,,,,5.5,6.8,39.0,25.0,36.0,
-29.795168,-59.368536,,,,,,3.0,7.6,37.0,28.0,35.0,
-29.795168,-59.368536,,,,,,2.1,8.2,35.0,31.0,34.0,
-29.795168,-59.368536,,,,,,2.2,7.6,31.0,35.0,35.0,
-29.686767,-59.3768,,,,,,2.6,,3.0,17.0,81.0,
-29.686767,-59.3768,,,,,,4.0,,5.0,18.0,76.0,
-29.686767,-59.3768,,,,,,1.9,,6.0,18.0,76.0,
-29.686767,-59.3768,,,,,,3.6,,15.0,20.0,65.0,
-29.686767,-59.3768,,,,,,1.5,,14.0,26.0,61.0,
-29.373897,-59.349004,,,,,,11.8,5.3,12.0,19.0,69.0,
-29.373897,-59.349004,,,,,,9.4,6.3,12.0,23.0,66.0,
-29.373897,-59.349004,,,,,,9.1,6.0,11.0,23.0,66.0,
-29.373897,-59.349004,,,,,,1.6,8.0,14.0,18.0,68.0,
-29.373897,-59.349004,,,,,,1.2,8.2,23.0,19.0,59.0,
-30.21715,-59.405376,,,,,,24.0,5.3,9.0,32.0,59.0,
-30.21715,-59.405376,,,,,,7.8,5.5,12.0,28.0,60.0,
-30.21715,-59.405376,,,,,,5.3,6.2,24.0,28.0,48.0,
-30.21715,-59.405376,,,,,,3.4,7.5,21.0,33.0,46.0,
-30.21715,-59.405376,,,,,,1.8,8.1,28.0,36.0,37.0,
-30.21715,-59.405376,,,,,,1.7,8.3,26.0,35.0,39.0,
-30.213825,-59.259675,,,,,,16.4,4.9,15.0,33.0,52.0,
-30.213825,-59.259675,,,,,,8.6,7.5,26.0,31.0,43.0,
-30.213825,-59.259675,,,,,,3.7,9.0,19.0,36.0,45.0,
-30.213825,-59.259675,,,,,,2.3,8.6,32.0,30.0,38.0,
-30.213825,-59.259675,,,,,,,8.0,23.0,46.0,31.0,
-29.634292,-58.892133,,,,,,28.9,5.5,12.0,40.0,48.0,
-29.634292,-58.892133,,,,,,5.2,7.7,23.0,37.0,40.0,
-29.634292,-58.892133,,,,,,1.5,8.5,26.0,33.0,41.0,
-29.634292,-58.892133,,,,,,0.6,9.1,26.0,31.0,43.0,
-32.5392,-63.32,,,,,,13.9,5.8,13.0,69.0,19.0,
-32.5392,-63.32,,,,,,7.5,6.5,11.0,70.0,19.0,
-32.5392,-63.32,,,,,,3.2,8.8,15.0,66.0,19.0,
-32.5392,-63.32,,,,,,1.1,9.5,12.0,65.0,23.0,
-32.5392,-63.32,,,,,,,9.6,8.0,66.0,25.0,
-30.211593,-59.415546,,,,,,25.8,5.7,,,,
-30.211593,-59.415546,,,,,,15.0,6.1,26.0,45.0,29.0,
-30.211593,-59.415546,,,,,,7.2,6.7,44.0,35.0,21.0,
-30.211593,-59.415546,,,,,,5.6,7.4,49.0,31.0,20.0,
-30.211593,-59.415546,,,,,,3.6,8.0,39.0,42.0,19.0,
-30.211593,-59.415546,,,,,,2.6,7.6,41.0,42.0,17.0,
-29.620206,-58.93816,,,,,,29.4,6.0,18.0,33.0,48.0,
-29.620206,-58.93816,,,,,,12.5,7.5,30.0,28.0,42.0,
-29.620206,-58.93816,,,,,,8.2,8.3,37.0,12.0,51.0,
-29.620206,-58.93816,,,,,,4.7,8.4,25.0,24.0,51.0,
-29.620206,-58.93816,,,,,,2.8,8.3,29.0,22.0,49.0,
-29.620206,-58.93816,,,,,,1.0,7.8,31.0,20.0,49.0,
-27.700231,-56.935987,,,,,,39.6,5.1,1.0,20.0,78.0,
-27.700231,-56.935987,,,,,,11.9,5.1,,10.0,90.0,
-27.700231,-56.935987,,,,,,2.8,5.0,,9.0,91.0,
-27.700231,-56.935987,,,,,,0.5,5.3,,8.0,92.0,
-27.700231,-56.935987,,,,,,1.3,5.0,,13.0,87.0,
-32.8761,-64.3928,,,,,,12.8,6.7,9.0,51.0,41.0,
-32.8761,-64.3928,,,,,,5.3,7.0,8.0,51.0,41.0,
-32.8761,-64.3928,,,,,,,7.4,5.0,50.0,45.0,
-32.8761,-64.3928,,,,,,,8.6,4.0,52.0,44.0,
-29.250506,-57.636181,,,,,,13.1,6.2,41.0,38.0,22.0,
-29.250506,-57.636181,,,,,,8.8,7.1,52.0,36.0,12.0,
-29.250506,-57.636181,,,,,,6.1,8.0,54.0,34.0,12.0,
-29.250506,-57.636181,,,,,,1.6,8.6,56.0,33.0,12.0,
-33.969915,-59.385661,,,,,,20.8,6.6,28.0,61.0,11.0,
-33.969915,-59.385661,,,,,,16.3,5.9,38.0,55.0,7.0,
-33.969915,-59.385661,,,,,,9.3,6.2,53.0,41.0,7.0,
-33.969915,-59.385661,,,,,,7.1,5.7,51.0,42.0,7.0,
-33.969915,-59.385661,,,,,,3.9,7.2,37.0,55.0,8.0,
-33.969915,-59.385661,,,,,,2.7,8.3,,,,
-33.1433,-62.2931,,,,,,21.0,6.5,23.0,62.0,15.0,
-33.1433,-62.2931,,,,,,7.4,6.7,32.0,52.0,16.0,
-33.1433,-62.2931,,,,,,2.6,7.1,20.0,63.0,17.0,
-33.1433,-62.2931,,,,,,1.5,7.3,12.0,63.0,25.0,
-33.1433,-62.2931,,,,,,1.0,8.2,8.0,62.0,29.0,
-32.327637,-60.258044,,,,,,27.4,5.62,22.0,74.0,4.0,
-32.327637,-60.258044,,,,,,26.1,5.86,30.0,65.0,5.0,
-32.327637,-60.258044,,,,,,18.8,7.4,22.0,74.0,4.0,
-32.327637,-60.258044,,,,,,8.1,7.86,36.0,61.0,3.0,
-32.327637,-60.258044,,,,,,2.8,8.33,35.0,61.0,4.0,
-32.327637,-60.258044,,,,,,3.0,8.1,29.0,67.0,4.0,
-32.327637,-60.258044,,,,,,2.5,7.69,20.0,69.0,11.0,
-32.336572,-60.24032,,,,,,32.2,6.07,18.0,75.0,7.0,
-32.336572,-60.24032,,,,,,20.5,5.73,18.0,75.0,7.0,
-32.336572,-60.24032,,,,,,15.5,5.83,17.0,76.0,7.0,
-32.336572,-60.24032,,,,,,6.2,6.25,30.0,66.0,4.0,
-32.336572,-60.24032,,,,,,3.8,6.58,25.0,70.0,5.0,
-32.336572,-60.24032,,,,,,3.5,7.31,19.0,75.0,6.0,
-32.447902,-60.299648,,,,,,27.6,6.0,28.0,62.0,10.0,
-32.447902,-60.299648,,,,,,11.1,6.2,33.0,59.0,7.0,
-32.447902,-60.299648,,,,,,5.7,6.5,32.0,59.0,9.0,
-32.447902,-60.299648,,,,,,5.3,7.3,31.0,58.0,11.0,
-32.447902,-60.299648,,,,,,3.7,7.6,27.0,64.0,9.0,
-32.447902,-60.299648,,,,,,3.3,7.6,27.0,63.0,10.0,
-32.433724,-60.182671,,,,,,26.3,6.7,28.0,61.0,11.0,
-32.433724,-60.182671,,,,,,21.9,6.7,33.0,58.0,10.0,
-32.433724,-60.182671,,,,,,7.4,6.2,37.0,55.0,9.0,
-32.433724,-60.182671,,,,,,6.6,6.4,34.0,56.0,9.0,
-32.433724,-60.182671,,,,,,5.3,7.6,32.0,60.0,9.0,
-32.433724,-60.182671,,,,,,2.9,7.7,30.0,60.0,9.0,
-32.438154,-60.18083,,,,,,17.7,7.5,36.0,55.0,9.0,
-32.438154,-60.18083,,,,,,10.3,7.7,37.0,56.0,7.0,
-32.438154,-60.18083,,,,,,6.1,7.5,36.0,56.0,8.0,
-32.438154,-60.18083,,,,,,5.3,7.5,34.0,58.0,8.0,
-32.438154,-60.18083,,,,,,2.9,7.6,26.0,45.0,29.0,
-32.436114,-60.169103,,,,,,28.0,6.4,27.0,65.0,9.0,
-32.436114,-60.169103,,,,,,19.8,6.0,35.0,57.0,8.0,
-32.436114,-60.169103,,,,,,9.3,6.0,42.0,52.0,7.0,
-32.436114,-60.169103,,,,,,5.3,6.3,40.0,52.0,8.0,
-32.436114,-60.169103,,,,,,3.0,6.6,37.0,54.0,9.0,
-32.436114,-60.169103,,,,,,1.7,7.7,34.0,59.0,8.0,
-32.5984,-60.174116,,,,,,9.5,7.4,31.0,64.0,5.0,
-32.5984,-60.174116,,,,,,5.3,7.8,25.0,69.0,6.0,
-32.5984,-60.174116,,,,,,1.3,7.9,25.0,64.0,11.0,
-32.5984,-60.174116,,,,,,0.5,7.9,26.0,63.0,11.0,
-32.5125,-62.9689,,,,,,18.6,6.3,19.0,64.0,17.0,
-32.5125,-62.9689,,,,,,11.6,6.7,21.0,60.0,19.0,
-32.5125,-62.9689,,,,,,7.1,7.1,16.0,64.0,21.0,
-32.5125,-62.9689,,,,,,2.7,7.3,11.0,63.0,26.0,
-32.5125,-62.9689,,,,,,2.1,8.4,14.0,64.0,23.0,
-32.598575,-60.172222,,,,,,23.5,6.7,30.0,62.0,8.0,
-32.598575,-60.172222,,,,,,8.3,6.6,49.0,46.0,5.0,
-32.598575,-60.172222,,,,,,7.4,6.7,49.0,46.0,5.0,
-32.598575,-60.172222,,,,,,4.1,7.2,46.0,49.0,6.0,
-32.598575,-60.172222,,,,,,0.4,7.7,39.0,54.0,6.0,
-32.598575,-60.172222,,,,,,0.4,7.8,35.0,58.0,7.0,
-32.590342,-60.13144,,,,,,22.7,6.6,24.0,53.0,23.0,
-32.590342,-60.13144,,,,,,6.2,6.4,30.0,49.0,22.0,
-32.590342,-60.13144,,,,,,2.9,6.0,24.0,52.0,25.0,
-32.590342,-60.13144,,,,,,1.7,6.1,27.0,49.0,23.0,
-32.590342,-60.13144,,,,,,0.8,7.0,27.0,58.0,15.0,
-32.590342,-60.13144,,,,,,0.8,7.4,25.0,57.0,18.0,
-32.684452,-59.909483,,,,,,24.0,6.2,22.0,67.0,11.0,
-32.684452,-59.909483,,,,,,14.4,5.8,21.0,71.0,8.0,
-32.684452,-59.909483,,,,,,14.0,5.9,28.0,63.0,9.0,
-32.684452,-59.909483,,,,,,9.5,6.1,42.0,53.0,5.0,
-32.684452,-59.909483,,,,,,3.3,6.5,40.0,54.0,6.0,
-32.684452,-59.909483,,,,,,0.9,6.6,33.0,59.0,8.0,
-32.684452,-59.909483,,,,,,0.4,7.4,28.0,62.0,10.0,
-32.772033,-59.873939,,,,,,21.9,6.4,24.0,68.0,8.0,
-32.772033,-59.873939,,,,,,10.3,6.7,39.0,56.0,6.0,
-32.772033,-59.873939,,,,,,4.5,7.2,38.0,54.0,8.0,
-32.772033,-59.873939,,,,,,0.4,7.4,32.0,59.0,9.0,
-32.772033,-59.873939,,,,,,0.4,7.4,31.0,60.0,9.0,
-32.772033,-59.873939,,,,,,0.4,7.3,30.0,61.0,9.0,
-32.607624,-59.904118,,,,,,19.8,5.1,21.0,38.0,41.0,
-32.607624,-59.904118,,,,,,7.0,5.9,35.0,31.0,34.0,
-32.607624,-59.904118,,,,,,4.5,7.6,33.0,30.0,37.0,
-32.607624,-59.904118,,,,,,4.1,8.0,32.0,31.0,36.0,
-32.607624,-59.904118,,,,,,2.0,8.0,32.0,30.0,38.0,
-32.607624,-59.904118,,,,,,0.4,7.7,39.0,36.0,25.0,
-32.584175,-60.034948,,,,,,18.6,5.6,29.0,60.0,11.0,
-32.584175,-60.034948,,,,,,10.3,5.7,36.0,59.0,5.0,
-32.584175,-60.034948,,,,,,4.5,6.1,38.0,57.0,6.0,
-32.584175,-60.034948,,,,,,2.0,6.4,31.0,62.0,6.0,
-32.584175,-60.034948,,,,,,0.4,7.7,30.0,66.0,5.0,
-32.632539,-59.886894,,,,,,20.2,6.0,28.0,63.0,9.0,
-32.632539,-59.886894,,,,,,14.4,6.7,38.0,56.0,6.0,
-32.632539,-59.886894,,,,,,6.1,7.7,45.0,50.0,5.0,
-32.632539,-59.886894,,,,,,2.0,8.0,41.0,54.0,6.0,
-32.632539,-59.886894,,,,,,0.4,8.5,34.0,53.0,13.0,
-28.356404,-58.033936,,,,,,5.6,5.9,2.0,5.0,93.0,
-28.356404,-58.033936,,,,,,3.5,5.9,6.0,7.0,88.0,
-28.356404,-58.033936,,,,,,1.1,5.6,7.0,7.0,86.0,
-28.356404,-58.033936,,,,,,0.6,5.9,10.0,6.0,85.0,
-28.356404,-58.033936,,,,,,0.5,5.8,7.0,9.0,84.0,
-28.356404,-58.033936,,,,,,1.3,6.0,9.0,5.0,87.0,
-30.8667,-64.1217,,,,,,18.0,6.4,24.0,64.0,11.0,
-30.8667,-64.1217,,,,,,6.0,6.9,31.0,59.0,10.0,
-30.8667,-64.1217,,,,,,,7.1,26.0,63.0,11.0,
-30.8667,-64.1217,,,,,,,7.1,21.0,68.0,12.0,
-30.8667,-64.1217,,,,,,,7.8,,,,
-29.96029,-58.922931,,,,,,18.0,6.3,20.0,46.0,34.0,
-29.96029,-58.922931,,,,,,16.1,6.4,39.0,46.0,15.0,
-29.96029,-58.922931,,,,,,7.7,7.3,35.0,50.0,16.0,
-29.96029,-58.922931,,,,,,2.3,7.3,31.0,46.0,23.0,
-29.96029,-58.922931,,,,,,2.7,8.9,32.0,43.0,26.0,
-29.96029,-58.922931,,,,,,0.9,9.6,32.0,44.0,24.0,
-32.366442,-60.019409,,,,,,27.6,5.9,28.0,61.0,11.0,
-32.366442,-60.019409,,,,,,15.3,6.7,31.0,61.0,9.0,
-32.366442,-60.019409,,,,,,13.2,7.2,34.0,60.0,6.0,
