layer_id,profile_identifier,layer_identifier,top,bottom,designation,bulk_density,ca_co3,coarse_fragments,ecec,conductivity,organic_carbon,ph,clay,silt,sand,water_retention
68737,4935sisinta,22010,33,50,B21t,,,,,,6.6,7.2,26,25,49,
68738,4935sisinta,22011,50,77,II B22t,,,,,,,7.95,70,21,9,
68739,4935sisinta,22012,77,100,II B3,,,,,,,8.1,43,30,27,
68740,4935sisinta,22013,100,120,II C,,,,,,,8.15,41,38,21,
68741,4938sisinta,22017,0,7,A11,,,,,,7.1,7.55,7,19,74,
68742,4938sisinta,22018,7,12,A12,,,,,,5.4,7.55,24,20,55,
68743,4938sisinta,22019,12,21,B1,,,,,,6.3,7.4,32,15,53,
68744,4938sisinta,22020,21,54,B2t,,,,,,4.9,7.35,40,16,45,
68745,4938sisinta,22021,54,72,B3ca,,,,,,,8.2,26,14,60,
68746,4938sisinta,22022,72,105,C1cam,,,,,,,8.4,21,15,64,
68747,4938sisinta,22023,105,120,C2ca,,,,,,,7.9,16,16,69,
68748,4939sisinta,22024,0,32,A1,,,,,,10.3,,14,22,65,
68749,4940sisinta,22027,20,35,AC,,,,,,22,7,,,,
68750,4941sisinta,22031,0,28,A1,,,,,,67.3,,6,36,58,
68751,4941sisinta,22032,28,70,C,,,,,,25.7,,10,64,26,
68752,4942sisinta,22044,0,10,A1,,,,,,6.2,8.2,10,24,66,
68753,4942sisinta,22045,10,28,C1,,,,,,4.2,8.05,16,22,63,
68754,4942sisinta,22046,28,44,B2tb,,,,,,5.6,8.1,51,14,35,
68755,4942sisinta,22047,44,74,B3bca,,,,,,,8.5,55,22,23,
68756,4942sisinta,22048,74,90,C2ca,,,,,,,8.2,71,17,12,
68757,4942sisinta,22049,90,112,C3cam,,,,,,,8.05,38,27,35,
68758,4943sisinta,22033,0,22,A1,,,,,,32,,9,32,59,
68759,4945sisinta,22041,0,38,A1,,,,,,12.3,,7,16,77,
68760,4946sisinta,22050,0,24,A1,,,,,,28.6,,30,61,9,
68761,4946sisinta,22054,60,75,IV A1b,,,,,,23.9,,20,38,42,
68762,4948sisinta,22060,0,24,A1,,,,,,13,,25,36,40,
68763,4948sisinta,22061,24,33,A3,,,,,,9.9,,26,29,46,
68764,4948sisinta,22062,33,44,B1,,,,,,10,,25,34,41,
68765,4948sisinta,22063,44,78,B21t,,,,,,8.4,,30,34,37,
68766,494sisinta,1051,0,10,IA,,,,,,30.6,5.9,31,64,5,
68767,494sisinta,1052,10,19,IIA1,,,,,,23.8,5.7,31,63,6,
68768,494sisinta,1053,19,29,IIA2,,,,,,4.2,6.7,28,68,4,
68769,494sisinta,1054,29,44,IIB21,,,,,,4.5,6.9,38,51,11,
68770,494sisinta,1058,44,95,IIB22,,,,,,4.2,7,35,57,9,
68771,494sisinta,1059,95,105,IIB3x,,,,,,2.8,7.2,20,68,12,
68772,4950sisinta,22068,0,20,S/D,,,,,,107.5,6.25,,,,
68773,4950sisinta,22069,20,30,S/D,,,,,,,6.6,,,,
68774,4951sisinta,22071,0,5,S/D,,,,,,87.2,6.4,,,,
68775,4951sisinta,22072,5,50,S/D,,,,,,,5.9,,,,
68776,4951sisinta,22100,50,80,S/D,,,,,,,6.1,,,,
68777,4952sisinta,22075,0,30,I,,,,,,2.9,8.15,,,,
68778,4952sisinta,22076,30,40,AC,,,,,,2.9,8.81,,,,
68779,4952sisinta,22077,49,59,C,,,,,,2.5,7.16,,,,
68780,4953sisinta,22078,0,41,A11,,,,,,61.3,,12,50,38,
68781,4953sisinta,22079,41,54,A12,,,,,,42.6,,9,43,48,
68782,4953sisinta,22080,54,72,AC,,,,,,33,,10,42,48,
68783,4954sisinta,22085,0,8,I,,,,,,31,7.43,,,,
68784,4954sisinta,22086,8,19,II,,,,,,3.3,7.87,10,79,10,
68785,4954sisinta,22087,19,43,III,,,,,,8.1,7.4,,,,
68786,4954sisinta,22088,43,70,IV,,,,,,4,7.63,,,,
68787,4954sisinta,22089,70,80,V,,,,,,2.9,8.28,26,52,22,
68788,4956sisinta,22094,0,29,A,,,,,,14.4,8.84,,,,
68789,4956sisinta,22095,29,37,II,,,,,,11,8.68,,,,
68790,4956sisinta,22096,37,53,III,,,,,,12.1,8.36,,,,
68791,4956sisinta,22097,53,105,IVb,,,,,,3,9.48,,,,
68792,4956sisinta,22098,105,145,VB3,,,,,,4,8.86,,,,
68793,4957sisinta,22102,0,15,B11,,,,,,12.4,,33,36,31,
68794,4957sisinta,22103,15,34,B12,,,,,,11.5,,34,36,30,
68795,4957sisinta,22104,34,52,B21t,,,,,,10.4,,37,33,30,
68796,4958sisinta,22108,0,17,An1,,,,,,49.9,,5,33,62,
68797,4958sisinta,22109,17,40,An2,,,,,,25.8,,6,32,63,
68798,4958sisinta,22110,40,80,Bwn,,,,,,16.4,,6,32,62,
68799,4958sisinta,22111,80,110,2Cn,,,,,,17.6,,7,37,56,
68800,4959sisinta,22112,0,28,An,,,,,,21.7,,7,43,50,
68801,4959sisinta,22113,28,57,ACn,,,,,,17.6,,5,41,54,
68802,4959sisinta,22114,57,78,Cn1,,,,,,18.8,,9,40,51,
68803,4959sisinta,22115,78,103,Cn2,,,,,,14.8,,11,43,47,
68804,4960sisinta,22116,0,30,A,,,,,,75.9,,12,42,46,
68805,4960sisinta,22117,30,70,ACn,,,,,,46.1,,13,46,41,
68806,4960sisinta,22118,70,110,2Bwn,,,,,,35.5,,23,44,33,
68807,4961sisinta,22119,0,12,A,,,,,,64.5,,10,37,53,
68808,4961sisinta,22120,12,40,AC,,,,,,33,,8,37,55,
68809,4961sisinta,22121,40,62,C1,,,,,,18.8,,13,41,46,
68810,4961sisinta,22122,62,100,C2,,,,,,23.1,,11,38,52,
68811,4962sisinta,22127,0,16,Ap,,,,,,19.6,5.5,23,30,47,
68812,4962sisinta,22128,16,26,A12,,,,,,8.1,5.2,19,20,61,
68813,4962sisinta,22129,26,49,AC,,,,,,6.5,5.15,23,23,54,
68814,4962sisinta,22130,49,142,C,,,,,,,5.15,23,23,55,
68815,4963sisinta,22123,0,15,An,,,,,,14.2,,6,27,67,
68816,4963sisinta,22124,15,40,Bwn,,,,,,7.4,,4,24,71,
68817,4963sisinta,22125,40,75,2An,,,,,,12.4,,5,24,71,
68818,4963sisinta,22126,75,90,2Cn,,,,,,6.6,,2,6,92,
68819,4964sisinta,22131,0,32,An1,,,,,,52.6,,11,38,52,
68820,4964sisinta,22132,32,55,An2,,,,,,37.7,,12,35,53,
68821,4964sisinta,22133,55,105,ACn,,,,,,24.9,,11,36,53,
68822,4964sisinta,22134,105,134,Cn1,,,,,,17.5,,8,26,67,
68823,4964sisinta,22135,134,160,2Cn2,,,,,,18.1,,12,36,52,
68824,4965sisinta,22136,0,70,S/D,,,,,,54.3,6.4,,,,
68825,4966sisinta,22137,0,20,S/D,,,,,,29.6,6.2,,,,
68826,4966sisinta,22139,50,80,S/D,,,,,,11.1,6.6,,,,
68827,4968sisinta,22141,0,25,An1,,,,,,99.3,,11,23,66,
68828,4968sisinta,22142,25,50,An2,,,,,,59.7,,14,20,66,
68829,4968sisinta,22143,50,80,Bwn,,,,,,35.6,,14,19,67,
68830,4968sisinta,22144,80,120,Cn,,,,,,25,,10,52,38,
68831,4969sisinta,22145,0,26,An1,,,,,,15.5,,18,20,62,
68832,4969sisinta,22146,26,65,An2,,,,,,11.2,,16,20,64,
68833,4969sisinta,22147,65,90,Bwn,,,,,,11.2,,17,20,63,
68834,496sisinta,1060,0,16,Ap,,,,,,22.4,5.6,23,58,19,
68835,496sisinta,1061,16,36,A12,,,,,,17,5.5,26,55,19,
68836,496sisinta,1063,42,50,B21,,,,,,7.7,5.8,27,52,21,
68837,496sisinta,1064,50,90,B22,,,,,,4,6.2,29,49,22,
68838,496sisinta,1065,90,110,B3,,,,,,3.2,6.2,25,48,26,
68839,496sisinta,1066,110,120,C,,,,,,2.1,6.7,16,49,35,
68840,4970sisinta,22148,0,25,A,,,,,,29.4,,10,45,44,
68841,4970sisinta,22149,25,46,ACn,,,,,,20.4,,10,52,38,
68842,4970sisinta,22150,46,70,Cn,,,,,,13.4,,15,51,35,
68843,4970sisinta,22151,70,100,2Bwn,,,,,,7.9,,36,46,18,
68844,4971sisinta,22152,0,28,An,,,,,,3.8,,8,16,76,
68845,4971sisinta,22153,28,47,ACn,,,,,,4.6,,6,14,80,
68846,4972sisinta,22154,0,20,An,,,,,,2.5,,17,24,59,
68847,4972sisinta,22155,20,68,ACn,,,,,,2.7,,8,24,69,
68848,4972sisinta,22156,68,105,Cn,,,,,,1.3,,6,27,68,
68849,4973sisinta,22157,0,5,An1,,,,,,3.3,,6,23,71,
68850,4973sisinta,22158,5,26,2An2,,,,,,6.9,,15,34,52,
68851,4974sisinta,22159,0,11,An1,,,,,,9.5,,8,21,71,
68852,4974sisinta,22160,11,24,An2,,,,,,7.2,,8,20,72,
68853,4974sisinta,22161,24,38,ACn,,,,,,2.3,,9,21,71,
68854,4974sisinta,22162,38,55,Cn,,,,,,1.3,,9,19,72,
68855,4974sisinta,22163,55,68,Cnkz1,,,,,,1.1,,14,20,66,
68856,4974sisinta,22164,68,90,Cnkz2,,,,,,1.4,,14,25,60,
68857,4975sisinta,22166,4,11,A/A3,,,,,,54.9,,24,28,39,
68858,4975sisinta,22167,11,33,B21t,,,,,,45.1,,24,38,28,
68859,4975sisinta,22168,33,50,B22t,,,,,,22.5,,29,32,40,
68860,4975sisinta,22169,50,90,C,,,,,,21,,21,24,55,
68861,4976sisinta,22187,5,30,S/D,,,,,,88.3,5.7,,,,
68862,4976sisinta,22188,30,60,S/D,,,,,,,6.2,,,,
68863,4976sisinta,22190,200,250,S/D,,,,,,15.5,6.6,,,,
68864,4978sisinta,22176,0,8,A,,,,,,61.9,,28,37,35,
68865,4978sisinta,22177,8,20,E,,,,,,25.7,,31,37,33,
68866,4978sisinta,22178,20,29,Bt1,,,,,,4.9,,41,28,31,
68867,4979sisinta,22174,0,12,A1ca,,,,,,34.4,7.77,,,,
68868,4979sisinta,22175,12,13,Ccam,,,,,,,7.82,,,,
68869,497sisinta,1067,0,19,A11,,,,,,22.4,6.4,28,66,7,
68870,497sisinta,1068,19,28,A12,,,,,,13.1,6.8,32,62,6,
68871,497sisinta,1069,28,42,A13,,,,,,11.1,6.9,34,57,9,
68872,497sisinta,1070,42,62,A3,,,,,,7.5,7.1,37,56,8,
68873,497sisinta,1071,62,88,B1,,,,,,6.9,7.4,29,56,15,
68874,497sisinta,1072,88,150,B2,,,,,,3,7.8,31,55,15,
68875,497sisinta,1073,150,195,Bx,,,,,,1.7,8.5,,,,
68876,497sisinta,1074,195,250,C,,,,,,1,8.3,13,67,20,
68877,4981sisinta,22211,0,20,Anz,,,,,,5.1,,6,44,50,
68878,4981sisinta,22212,20,32,2Cnz1,,,,,,3,,6,65,29,
68879,4981sisinta,22213,32,40,2Cnz2,,,,,,1.6,,,,,
68880,4981sisinta,22214,40,50,2Cnz3,,,,,,1.8,,5,23,72,
68881,4985sisinta,22220,0,12,An1,,,,,,1.9,,4,14,82,
68882,4985sisinta,22221,12,34,An2,,,,,,1.8,,7,16,77,
68883,4985sisinta,22222,34,53,2Bwn,,,,,,1.8,,6,13,81,
68884,4985sisinta,22223,53,73,2BCn,,,,,,1.7,,11,12,78,
68885,4987sisinta,22224,0,25,Ank,,,,,,4.3,,13,26,61,
68886,4987sisinta,22225,25,55,2ACnk,,,,,,4.9,,14,24,63,
68887,4987sisinta,22226,55,60,2Cnkz,,,,,,2.2,,3,61,36,
68888,498sisinta,1075,0,12,Ap,,,,,,26.7,5.7,26,54,19,
68889,498sisinta,1076,12,27,A12,,,,,,21,5.6,25,55,20,
68890,498sisinta,1077,27,38,B1,,,,,,12.3,5.7,28,50,22,
68891,498sisinta,1078,38,84,B2,,,,,,5.6,5.9,33,46,21,
68892,498sisinta,1079,84,105,B31 *,,,,,,2.5,6.1,18,51,31,
68893,498sisinta,1081,124,134,C,,,,,,1.4,6.3,13,59,28,
68894,4990sisinta,22227,0,16,An,,,,,,4.5,,11,33,56,
68895,4990sisinta,22228,16,35,ACnk,,,,,,4.7,,15,37,48,
68896,4990sisinta,22229,35,46,2Cnk,,,,,,8.5,,26,22,53,
68897,4991sisinta,22240,0,5,S/D,,,,,,49.4,6.1,,,,
68898,4991sisinta,22241,5,25,S/D,,,,,,35.3,6.3,,,,
68899,4991sisinta,22242,25,100,S/D,,,,,,,7.1,,,,
68900,4992sisinta,22230,0,15,An,,,,,,8.5,,15,69,16,
68901,4992sisinta,22231,15,28,Cnkz1,,,,,,4.3,,23,60,17,
68902,4992sisinta,22232,28,37,Cnkz2,,,,,,1.8,,8,50,42,
68903,4992sisinta,22233,37,61,2Cnkz3,,,,,,1.5,,8,36,56,
68904,4992sisinta,22234,61,80,2Cnkz4,,,,,,1.6,,13,38,49,
68905,4993sisinta,22250,0,13,A1,,,,,,9.2,,62,17,22,
68906,4993sisinta,22251,13,38,B21,,,,,,6.4,,57,18,24,
68907,4993sisinta,22252,38,62,B22,,,,,,5.8,,60,23,17,
68908,4993sisinta,22253,62,95,B23,,,,,,5.4,,57,26,17,
68909,4994sisinta,22235,0,14,An,,,,,,1.1,,6,28,66,
68910,4994sisinta,22236,14,30,Btn,,,,,,1.2,,17,20,62,
68911,4994sisinta,22237,30,42,2BCnk,,,,,,2.8,,15,27,58,
68912,4994sisinta,22238,42,60,2Cnk1,,,,,,1.3,,7,16,77,
68913,4994sisinta,22239,60,78,2Cnk2,,,,,,0.2,,3,7,91,
68914,4995sisinta,22244,0,11,Ank,,,,,,3.8,,15,16,68,
68915,4995sisinta,22245,11,36,Btnk,,,,,,4,,22,19,60,
68916,4995sisinta,22246,36,50,Cnk,,,,,,1.8,,13,16,71,
68917,4996sisinta,22247,0,20,An,,,,,,1.3,,4,9,86,
68918,4996sisinta,22248,20,45,ACn,,,,,,5.4,,3,10,87,
68919,4996sisinta,22249,45,110,Cn,,,,,,0.7,,2,9,89,
68920,4997sisinta,22256,0,18,An,,,,,,4.5,,14,32,54,
68921,4997sisinta,22257,18,34,ACnk,,,,,,5.2,,16,22,62,
68922,4998sisinta,22258,0,20,S/D,,,,,,11.7,6.6,,,,
68923,4998sisinta,22259,20,60,S/D,,,,,,13,7,,,,
68924,4999sisinta,22260,0,8,An,,,,,,4.3,,9,27,63,
68925,4999sisinta,22261,8,22,Btn,,,,,,2.9,,14,25,62,
68926,4999sisinta,22262,22,41,Btnk,,,,,,2.1,,19,15,66,
68927,4999sisinta,22263,41,62,BCnk,,,,,,2,,20,14,67,
68928,4999sisinta,22264,62,90,Cnkz,,,,,,1.8,,20,18,62,
68929,499sisinta,1082,0,18,Ap *,,,,,,21.1,5.4,26,56,18,
68930,499sisinta,1084,25,36,B1,,,,,,10.4,6.1,31,52,17,
68931,499sisinta,1085,36,74,B2,,,,,,7,6.5,41,45,15,
68932,499sisinta,1086,74,110,B3,,,,,,2.5,6.8,16,61,24,
68933,499sisinta,1087,110,120,C,,,,,,1.3,7,12,58,30,
68934,5000sisinta,22265,0,5,An,,,,,,6.5,,10,26,64,
68935,5000sisinta,22266,5,20,2Btnk,,,,,,6.7,,34,25,41,
68936,5000sisinta,22267,20,37,2BCnk,,,,,,10.3,,32,23,45,
68937,5000sisinta,22268,37,68,Cnk,,,,,,4.6,,5,44,51,
68938,5001sisinta,22269,0,8,Ank,,,,,,3.7,,14,26,60,
68939,5001sisinta,22270,8,26,Bwnk,,,,,,3.7,,23,19,58,
68940,5001sisinta,22271,26,40,BCnk,,,,,,4.2,,15,25,60,
68941,5001sisinta,22272,40,54,2Cnk,,,,,,2.7,,12,17,71,
68942,5001sisinta,22273,54,90,2Cnkc,,,,,,1.9,,10,15,75,
68943,5002sisinta,22274,0,6,An,,,,,,8.2,,10,27,62,
68944,5002sisinta,22275,6,19,Btn,,,,,,5.3,,26,26,48,
68945,5002sisinta,22276,19,27,2BCnk,,,,,,7.8,,39,25,36,
68946,5003sisinta,22277,0,32,An,,,,,,2.1,,9,25,66,
68947,5003sisinta,22278,32,49,Cn1,,,,,,2.1,,7,21,71,
68948,5003sisinta,22279,49,86,2Cn2,,,,,,1.3,,3,10,87,
68949,5004sisinta,22280,0,18,An,,,,,,2.3,,10,25,65,
68950,5004sisinta,22281,18,55,ACn,,,,,,2.2,,11,23,66,
68951,5004sisinta,22282,55,85,2Cn,,,,,,1.3,,6,14,80,
68952,5005sisinta,22283,0,7,1n,,,,,,2.7,,15,32,54,
68953,5005sisinta,22284,7,18,2n,,,,,,6.1,,17,50,33,
68954,5005sisinta,22285,18,40,3Cn1,,,,,,5.3,,25,40,36,
68955,5005sisinta,22286,40,58,3Cn2,,,,,,3.1,,21,59,20,
68956,5005sisinta,22287,58,100,4Cnkz,,,,,,2.2,,23,45,32,
68957,5006sisinta,22288,0,20,Ank,,,,,,3.8,,9,22,68,
68958,5006sisinta,22289,20,48,ACnk,,,,,,3.6,,9,21,70,
68959,5006sisinta,22290,48,63,Cnk1,,,,,,3.3,,8,21,71,
68960,5006sisinta,22291,63,99,Cnk2,,,,,,2.5,,13,25,62,
68961,5008sisinta,22292,0,23,ACn,,,,,,5.3,,8,11,81,
68962,5008sisinta,22293,23,96,Cn,,,,,,4.6,,7,10,83,
68963,5008sisinta,22294,96,110,Cnz,,,,,,2.7,,6,17,77,
68964,5009sisinta,22295,0,17,ACn,,,,,,5.5,,9,17,74,
68965,5009sisinta,22296,17,41,Cn1,,,,,,5.5,,10,12,78,
68966,5009sisinta,22297,41,64,Cn2,,,,,,4.7,,8,14,78,
68967,5009sisinta,22298,64,80,Cnkc,,,,,,3,,6,26,68,
68968,5010sisinta,22299,0,7,An,,,,,,8.3,,,,,
68969,5010sisinta,22300,7,23,Bwnk,,,,,,4.8,,26,33,41,
68970,5010sisinta,22301,23,40,2BCnk,,,,,,6,,28,24,48,
68971,5010sisinta,22302,40,58,2Cnk,,,,,,2.7,,20,20,60,
68972,5010sisinta,22303,58,87,3Cnkz,,,,,,5.3,,6,18,76,
68973,5011sisinta,22304,0,40,ACnk,,,,,,5.3,,12,22,66,
68974,5011sisinta,22305,40,50,2Cnkc,,,,,,8,,18,32,50,
68975,5012sisinta,22306,0,6,Anz,,,,,,8.7,,14,18,68,
68976,5012sisinta,22307,6,21,Btnkz,,,,,,8.2,,28,23,49,
68977,5012sisinta,22308,21,79,Cnkcz,,,,,,3.3,,25,32,44,
68978,5012sisinta,22309,79,105,Cnkcz,,,,,,3.9,,24,34,42,
68979,5013sisinta,22310,0,17,An,,,,,,9.4,,15,21,64,
68980,5013sisinta,22311,17,35,2Cnk,,,,,,11.2,,15,15,70,
68981,5013sisinta,22312,35,50,2Cnkc,,,,,,3.4,,4,13,83,
68982,5014sisinta,22313,0,27,An,,,,,,3.6,,14,23,63,
68983,5014sisinta,22314,27,40,Bwnc,,,,,,3.1,,19,15,66,
68984,5014sisinta,22315,40,50,BCnk,,,,,,1.5,,,,,
68985,5014sisinta,22316,50,60,2Cnk,,,,,,2.6,,13,20,67,
68986,5015sisinta,22317,0,10,An,,,,,,6.2,,15,27,58,
68987,5015sisinta,22318,10,26,2Btn,,,,,,9.9,,28,23,48,
68988,5015sisinta,22319,26,35,2Btnkc,,,,,,8.6,,27,30,43,
68989,5015sisinta,22320,35,44,2BCnkc,,,,,,5.3,,23,28,49,
68990,5015sisinta,22321,44,63,2Cnkc,,,,,,1.8,,7,26,68,
68991,5015sisinta,22322,63,97,2Cnky,,,,,,0.7,,3,20,77,
68992,5016sisinta,22323,0,14,An,,,,,,6,,17,31,52,
68993,5016sisinta,22324,14,28,ACnk,,,,,,6.6,,16,33,52,
68994,5016sisinta,22325,28,41,Cnk,,,,,,8.6,,15,32,54,
68995,5017sisinta,22326,0,16,En,,,,,,25.4,,24,55,21,
68996,5017sisinta,22327,16,40,2An,,,,,,7.4,,15,17,68,
68997,5017sisinta,22328,40,55,2Btnk,,,,,,4.5,,25,21,54,
68998,5017sisinta,22329,55,75,2BCnkz,,,,,,4.6,,22,23,55,
68999,5017sisinta,22330,75,88,2Cnky,,,,,,4,,10,20,70,
69000,5018sisinta,22331,0,25,1nk,,,,,,8.2,,10,20,70,
69001,5018sisinta,22332,25,41,2nk,,,,,,13.4,,34,21,45,
69002,5018sisinta,22333,41,50,3nk,,,,,,9.1,,13,21,66,
69003,5019sisinta,22334,0,10,A11,,,,,,10.7,,14,32,54,
69004,5019sisinta,22335,10,29,A12,,,,,,9.8,,14,30,55,
69005,5020sisinta,22339,0,28,An,,,,,,2.9,,9,19,72,
69006,5020sisinta,22340,28,45,ACnk,,,,,,2.3,,14,16,70,
69007,5020sisinta,22341,45,55,2Cnk,,,,,,5.3,,23,26,51,
69008,5021sisinta,22342,0,9,An,,,,,,3.8,,15,19,66,
69009,5021sisinta,22343,9,23,Btn,,,,,,6.3,,39,17,44,
69010,5022sisinta,22344,0,20,An,,,,,,2.7,,6,14,80,
69011,5022sisinta,22345,20,41,ACnk,,,,,,2.2,,6,13,81,
69012,5023sisinta,22346,0,26,An,,,,,,1.6,,6,10,83,
69013,5023sisinta,22347,26,39,Bwnk,,,,,,2.3,,14,12,74,
69014,5023sisinta,22348,39,52,BCnkc,,,,,,3.6,,11,11,78,
69015,5024sisinta,22349,0,5,A1g,,,,,,60.5,,20,43,38,
69016,5025sisinta,22351,0,15,An,,,,,,6.5,,11,25,65,
69017,5025sisinta,22352,15,28,Btnkc,,,,,,7.9,,22,21,58,
69018,5026sisinta,22353,0,9,An1,,,,,,4.7,,7,21,73,
69019,5026sisinta,22354,9,22,An2,,,,,,4,,11,26,64,
69020,5026sisinta,22355,22,40,B2tn,,,,,,3.6,,16,25,59,
69021,5026sisinta,22356,40,60,BCnkc,,,,,,2.6,,18,36,46,
69022,5027sisinta,22357,0,25,ACnk,,,,,,3.4,,5,13,82,
69023,5027sisinta,22358,25,80,Cnk,,,,,,1.9,,5,14,82,
69024,5027sisinta,22359,80,105,Cnkc,,,,,,1.4,,2,13,85,
69025,5028sisinta,22360,0,16,A,,,,,,9.8,,21,29,50,
69026,5029sisinta,22366,0,12,A,,,,,,4.4,,10,29,61,
69027,5029sisinta,22367,12,33,Ank,,,,,,3.6,,12,28,60,
69028,5029sisinta,22368,33,52,Btnkz,,,,,,3.2,,21,27,53,
69029,5029sisinta,22369,52,60,Cnkz,,,,,,3.1,,20,39,41,
69030,502sisinta,1102,0,17,A21 (*),,,,,,18.1,7.9,20,73,8,
69031,502sisinta,1103,17,33,A22,,,,,,6.7,8.9,21,69,10,
69032,502sisinta,1104,33,64,B21,,,,,,4.8,8.9,32,57,11,
69033,502sisinta,1105,64,90,B22,,,,,,3.6,9.1,39,51,9,
69034,502sisinta,1106,90,120,B3ca,,,,,,2.5,8.9,24,66,11,
69035,502sisinta,1107,150,160,C,,,,,,1.4,8.3,16,64,20,
69036,5030sisinta,22370,0,7,An,,,,,,1.3,,2,5,92,
69037,5030sisinta,22371,7,28,AC,,,,,,2.3,,11,7,82,
69038,5030sisinta,22372,28,32,Cnkc,,,,,,2.5,,12,9,80,
69039,5032sisinta,22377,0,26,Ankz,,,,,,0.6,,11,79,10,
69040,5032sisinta,22378,26,65,Bwnkz,,,,,,1.4,,3,89,7,
69041,5032sisinta,22379,65,115,Cnkz,,,,,,2.1,,3,83,14,
69042,5033sisinta,22380,0,20,An,,,,,,2.3,,4,14,82,
69043,5033sisinta,22381,20,40,2Btnk,,,,,,3.3,,13,12,75,
69044,5033sisinta,22382,40,70,3BCnk,,,,,,4.8,,13,12,75,
69045,5033sisinta,22383,70,80,3Cnk,,,,,,2.3,,4,14,83,
69046,5034sisinta,22384,0,21,A,,,,,,10.7,,26,28,46,
69047,5034sisinta,22385,21,31,BA,,,,,,8.4,,36,27,37,
69048,5034sisinta,22386,32,56,Bt1,,,,,,5.1,,42,25,33,
69049,5035sisinta,22389,0,17,Ank,,,,,,3.3,,17,14,69,
69050,5035sisinta,22390,17,50,2Btnkz,,,,,,5,,27,20,53,
69051,5035sisinta,22391,50,60,2Cnkz,,,,,,4.6,,16,22,62,
69052,5036sisinta,22392,0,25,ACnk,,,,,,1.6,,4,9,86,
69053,5036sisinta,22393,25,73,Cnk1,,,,,,1.1,,4,10,86,
69054,5036sisinta,22394,73,119,Cnk2,,,,,,0.7,,6,8,86,
69055,5037sisinta,22395,0,46,ACnk,,,,,,0.5,,5,11,84,
69056,5037sisinta,22396,46,95,2Cnk,,,,,,0.7,,16,35,49,
69057,5037sisinta,22397,95,115,2Cnkzy,,,,,,0.5,,7,26,67,
69058,5038sisinta,22398,0,17,Ank,,,,,,1.8,,4,8,87,
69059,5038sisinta,22399,17,28,2Btnk,,,,,,3.1,,14,11,75,
69060,5038sisinta,22400,28,40,2Cnk,,,,,,4,,14,13,73,
69061,5039sisinta,22401,0,12,A1,,,,,,5.5,,6,14,81,
69062,503sisinta,1108,0,14,Ap,,,,,,24.1,6.2,21,64,16,
69063,503sisinta,1109,14,34,A12,,,,,,20.5,6.2,25,63,13,
69064,503sisinta,1110,34,45,A3,,,,,,9.8,6.5,27,58,15,
69065,503sisinta,1111,45,58,B1,,,,,,5.8,6.6,32,53,14,
69066,503sisinta,1112,58,77,B21t,,,,,,5.4,6.7,40,48,12,
69067,503sisinta,1113,77,97,B22t,,,,,,4.5,6.8,39,47,14,
69068,503sisinta,1114,97,119,B31,,,,,,2.6,6.9,26,54,20,
69069,503sisinta,1115,119,140,B32,,,,,,1.4,6.9,23,55,22,
69070,503sisinta,1116,140,220,C,,,,,,1,7,20,57,22,
69071,5040sisinta,22404,0,12,An,,,,,,2,,7,17,76,
69072,5040sisinta,22405,12,30,2Btnkcz,,,,,,2.5,,21,31,49,
69073,5040sisinta,22406,30,51,2BCnkcz,,,,,,2.1,,15,32,53,
69074,5040sisinta,22407,51,63,2Cnkz1,,,,,,1.1,,12,26,62,
69075,5040sisinta,22408,63,84,2Cnkz2,,,,,,0.5,,10,19,72,
69076,5041sisinta,22409,0,10,ACn,,,,,,2.6,,9,18,74,
69077,5041sisinta,22410,10,38,Cnk,,,,,,2.7,,6,17,76,
69078,5042sisinta,22411,0,7,O11,,,,,,214.3,,,,,
69079,5042sisinta,22412,12,41,O12,,,,,,208.1,,,,,
69080,5043sisinta,22413,0,5,Enlame,,,,,,9.1,,9,27,64,
69081,5043sisinta,22414,5,26,IIB2t,,,,,,9.3,,30,29,41,
69082,5044sisinta,22416,0,15,ACn,,,,,,4.7,,13,16,71,
69083,5044sisinta,22417,15,40,Cnk,,,,,,4.5,,15,19,65,
69084,5045sisinta,22418,0,16,A,,,,,,6.1,,17,49,34,
69085,5045sisinta,22419,16,40,B2tnk,,,,,,3.8,,24,46,30,
69086,5045sisinta,22420,40,65,BCnk,,,,,,3.5,,23,54,24,
69087,5045sisinta,22421,65,76,Cnkz,,,,,,2.9,,16,54,30,
69088,5045sisinta,22422,76,82,2Ankb,,,,,,1.8,,12,31,57,
69089,5045sisinta,22423,82,102,2Cnkzb,,,,,,1.1,,18,27,55,
69090,5046sisinta,22424,0,15,1nkz,,,,,,3,,,,,
69091,5046sisinta,22425,15,39,2nkz,,,,,,0.5,,7,10,83,
69092,5046sisinta,22426,39,56,3nkz,,,,,,0.5,,,,,
69093,5046sisinta,22427,56,64,4nk,,,,,,0.2,,3,16,81,
69094,5046sisinta,22428,64,100,5nkz,,,,,,1.2,,,,,
69095,5046sisinta,22429,100,125,6nkz,,,,,,0.5,,,,,
69096,5047sisinta,22430,0,5,Ankz,,,,,,33.4,,20,42,38,
69097,5047sisinta,22431,5,22,B2tnkz,,,,,,12.8,,24,44,32,
69098,5047sisinta,22432,22,31,Cnkz,,,,,,6.6,,34,27,39,
69099,5048sisinta,22433,0,12,An,,,,,,2.5,,11,22,66,
