layer_id,profile_identifier,layer_identifier,top,bottom,designation,bulk_density,ca_co3,coarse_fragments,ecec,conductivity,organic_carbon,ph,clay,silt,sand,water_retention
50736,216379,1072898,60,94,S/D,,285,,,1.9,3,8,20,24,56,
50737,216379,1072899,94,124,S/D,,330,,,1.8,2,8.2,22,22,56,
50738,216379,1072900,124,140,S/D,,255,,,4.3,2,7.8,22,16,62,
50739,216380,1072901,0,11,S/D,,,,,0.2,19,8.2,30,28,42,
50740,216380,1072902,11,41,S/D,,,,,0.9,16,7.9,34,28,38,
50741,216380,1072903,68,102,S/D,,360,,,3.8,2,8.1,28,24,48,
50742,216380,1072904,50,68,S/D,,395,,,3.4,4,7.9,26,34,40,
50743,216380,1072905,41,50,S/D,,,,,1.9,11,7.8,32,30,38,
50744,216381,1072906,72,101,S/D,,70,,,0.2,2,8.5,10,12,78,
50745,216381,1072907,0,23,S/D,,,,,0.2,14,8,38,28,34,
50746,216381,1072908,23,45,S/D,,20,,,0.3,4,6,16,20,64,
50747,216381,1072909,45,72,S/D,,40,,,0.2,4,8.2,26,18,56,
50748,216381,1072910,101,130,S/D,,145,,,0.4,1,8.3,24,26,50,
50749,216382,1072911,63,96,S/D,,,,,0.2,1,7.9,22,28,50,
50750,216382,1072912,47,63,S/D,,,,,0.2,5,8.2,30,26,44,
50751,216382,1072913,26,47,S/D,,,,,0.3,8,8.3,26,32,42,
50752,216382,1072914,0,26,S/D,,,,,0.2,9,8.5,20,34,46,
50753,216382,1072915,96,125,S/D,,,,,0.1,0,7.9,10,28,62,
50754,216383,1072916,19,34,S/D,,,,,0.2,13,8.1,8,62,30,
50755,216383,1072917,0,19,S/D,,,,,0.1,14,8.2,30,34,36,
50756,216383,1072918,34,49,S/D,,125,,,0.2,7,8.1,4,68,28,
50757,216383,1072919,49,94,S/D,,210,,,0.1,4,8.5,6,66,28,
50758,216383,1072920,94,125,S/D,,450,,,0.2,0,8.7,12,56,32,
50759,216384,1072921,36,59,S/D,,,,,0.3,2,7.8,22,18,60,
50760,216384,1072922,59,72,S/D,,,,,0.5,1,7.8,36,26,38,
50761,216384,1072923,72,102,S/D,,8,,,0.5,0,7.5,22,20,58,
50762,216384,1072924,102,999,S/D,,,,,0.5,0,7.5,14,20,66,
50763,216384,1072925,0,18,S/D,,,,,0.2,12,7.7,26,30,44,
50764,216384,1072926,18,36,S/D,,,,,0.4,5,7.6,28,30,42,
50765,216385,1072927,30,61,S/D,,,,,0.2,7,8.4,42,36,22,
50766,216385,1072928,0,19,S/D,,,,,0.2,15,8.3,24,24,52,
50767,216385,1072929,119,125,S/D,,,,,0.1,3,8.4,14,12,74,
50768,216385,1072930,19,30,S/D,,,,,0.2,6,8.5,28,22,50,
50769,216385,1072931,61,92,S/D,,,,,0.2,7,8.2,40,24,36,
50770,216385,1072932,92,119,S/D,,,,,0.2,4,8.3,18,12,70,
50771,216386,1072933,82,120,S/D,,65,,,0.2,2,8.7,24,22,54,
50772,216386,1072934,14,33,S/D,,20,,,0.2,8,8.2,26,24,50,
50773,216386,1072935,0,14,S/D,,,,,0.2,9,8.4,22,36,42,
50774,216386,1072936,33,68,S/D,,30,,,0.2,7,8.2,42,18,40,
50775,216386,1072937,68,82,S/D,,45,,,0.2,3,8.7,22,16,62,
50776,216387,1072938,27,59,S/D,,,,,0.3,11,8.3,42,30,28,
50777,216387,1072939,0,16,S/D,,,,,0.2,11,8.4,32,26,42,
50778,216387,1072940,16,27,S/D,,35,,,0.3,11,8.6,36,24,40,
50779,216387,1072941,59,81,S/D,,,,,0.2,6,8.3,28,22,50,
50780,216387,1072942,100,125,S/D,,45,,,0.3,1,8.4,20,16,64,
50781,216387,1072943,81,100,S/D,,,,,0.2,2,8.1,34,22,44,
50782,216388,1072944,0,16,S/D,,0,,,0.1,9,5.6,28,26,46,
50783,216388,1072945,16,35,S/D,,0,,,0,4,5.9,14,24,62,
50784,216389,1072946,0,14,S/D,,,,,0.2,18,8.1,28,42,30,
50785,216389,1072947,72,109,S/D,,,,,0.2,14,8.1,36,22,42,
50786,216389,1072948,46,63,S/D,,70,,,0.3,10,8.1,32,34,34,
50787,216389,1072949,14,46,S/D,,115,,,0.2,15,8.4,34,34,32,
50788,216389,1072950,63,72,S/D,,,,,0.2,10,8.1,18,52,30,
50789,216390,1072951,0,17,S/D,,250,,,0.2,15,8.2,22,30,48,
50790,216391,1072952,0,20,S/D,,,,,0.2,15,8.3,16,28,56,
50791,216391,1072953,20,44,S/D,,,,,0.1,4,7.2,26,22,52,
50792,216391,1072954,110,125,S/D,,,,,0.2,2,8.3,28,26,46,
50793,216391,1072955,92,110,S/D,,,,,0.2,2,8.3,26,18,56,
50794,216391,1072956,65,92,S/D,,20,,,0.2,4,7.8,28,20,52,
50795,216391,1072957,44,65,S/D,,15,,,0.1,4,6.1,28,18,54,
50796,216392,1072958,0,10,S/D,,,,,0,2,7.3,12,18,70,
50797,216392,1072959,48,90,S/D,,,,,0.1,3,8,42,10,48,
50798,216392,1072960,18,31,S/D,,,,,0,4,8.2,24,10,66,
50799,216392,1072961,31,48,S/D,,,,,0.1,3,7.9,30,10,60,
50800,216392,1072962,10,18,S/D,,,,,0.1,4,7.6,18,18,64,
50801,216393,1072963,16,31,S/D,,,,,0.1,7,8.6,36,18,46,
50802,216393,1072964,31,48,S/D,,40,,,0.2,5,8.5,50,10,40,
50803,216393,1072965,0,16,S/D,,,,,0.1,8,8.4,30,22,48,
50804,216394,1072966,22,31,S/D,,,,,0.1,6,8.1,24,18,58,
50805,216394,1072967,0,7,S/D,,,,,0.1,12,7.2,16,32,52,
50806,216394,1072968,7,22,S/D,,,,,0.1,7,7.6,20,20,60,
50807,216395,1072969,21,33,S/D,,0,,,0.1,5,7,30,18,52,
50808,216395,1072970,33,44,S/D,,,,,0.1,4,7.5,30,16,54,
50809,216395,1072971,0,21,S/D,,0,,,0.1,6,6.2,28,18,54,
50810,216396,1072972,0,13,S/D,,65,,,0.2,12,8.4,8,36,56,
50811,216397,1072973,0,13,S/D,,,,,0.2,33,8.1,36,32,32,
50812,216398,1072974,70,88,S/D,,,,,0,0,8.1,16,48,36,
50813,216398,1072975,0,13,S/D,,,,,0.6,7,8.3,34,24,42,
50814,216398,1072976,28,50,S/D,,,,,0,2,8.8,24,30,46,
50815,216398,1072977,50,70,S/D,,,,,0,0,8.9,34,30,36,
50816,216398,1072978,88,125,S/D,,285,,,0,0,8.8,28,12,60,
50817,216398,1072979,13,28,S/D,,,,,0,6,8.6,32,28,40,
50818,216399,1072980,0,12,S/D,,70,,,0,7,7,16,28,56,
50819,216399,1072981,37,49,S/D,,0,,,0,1,6.8,18,20,62,
50820,216399,1072982,22,37,S/D,,0,,,0,2,6.9,20,20,60,
50821,216399,1072983,12,22,S/D,,0,,,0,3,7,18,14,68,
50822,216400,1072984,18,32,S/D,,0,,,0.6,3,6.4,30,24,46,
50823,216400,1072985,0,18,S/D,,0,,,0.6,7,5.4,22,30,48,
50824,216401,1072986,59,68,S/D,,,,,0.1,10,8.4,56,16,28,
50825,216401,1072987,12,42,S/D,,0,,,0.1,37,6.9,54,16,30,
50826,216401,1072988,42,51,S/D,,,,,0.1,25,7.1,62,14,24,
50827,216401,1072989,51,59,S/D,,,,,0.1,14,8.2,51,9,40,
50828,216401,1072990,0,12,S/D,,0,,,0.6,64,6.1,54,22,24,
50829,216402,1072991,43,66,S/D,,727,,,0.4,10,9,,,,
50830,216402,1072992,0,20,S/D,,,,,0.2,15,8.4,60,24,16,
50831,216402,1072993,20,43,S/D,,,,,0.2,10,9,64,22,14,
50832,216402,1072994,66,91,S/D,,345,,,0.6,14,8.8,37,26,37,
50833,216402,1072995,91,125,S/D,,331,,,0.8,9,8.7,40,30,30,
50834,216403,1072996,0,9,S/D,,0,,,0.4,37,5.8,24,40,36,
50835,216404,1072997,0,19,S/D,,233,,,0.3,50,7.8,34,18,48,
50836,216405,1072998,79,101,S/D,,0,,,0,5,6.3,56,31,13,
50837,216405,1072999,18,32,S/D,,0,,,0,11,6.6,58,28,14,
50838,216405,1073000,32,60,S/D,,0,,,0,7,6.5,58,25,17,
50839,216405,1073001,60,79,S/D,,0,,,0,6,6.3,56,27,17,
50840,216405,1073002,0,18,S/D,,0,,,0,21,6.6,60,26,14,
50841,216405,1073003,101,125,S/D,,0,,,0,3,6.3,60,27,13,
50842,216406,1073004,37,70,S/D,,93,,,0.9,5,8.6,62,14,24,
50843,216406,1073005,70,87,S/D,,116,,,0,5,8.1,48,18,34,
50844,216406,1073006,0,22,S/D,,,,,0.4,11,8.1,60,9,31,
50845,216406,1073007,87,105,S/D,,177,,,4.2,4,7.8,42,14,44,
50846,216406,1073008,22,37,S/D,,74,,,0.3,7,8.6,60,13,27,
50847,216407,1073009,93,125,S/D,,307,,,0.5,4,8.9,62,24,14,
50848,216407,1073010,0,23,S/D,,,,,0.2,19,8.2,44,16,40,
50849,216407,1073011,23,44,S/D,,,,,0.2,9,8.6,58,19,23,
50850,216407,1073012,44,68,S/D,,298,,,0.2,6,8.9,40,14,46,
50851,216407,1073013,68,93,S/D,,307,,,0.3,6,9,40,18,42,
50852,216408,1073014,11,24,S/D,,,,,0.2,19,8.5,60,28,12,
50853,216408,1073015,24,33,S/D,,,,,0.1,15,8.7,48,28,24,
50854,216408,1073016,33,60,S/D,,409,,,0.1,8,9,38,14,48,
50855,216408,1073017,80,104,S/D,,381,,,0.2,3,8.5,50,34,16,
50856,216408,1073018,0,11,S/D,,,,,0.3,23,8.2,56,28,16,
50857,216408,1073019,60,80,S/D,,419,,,0.2,5,8.9,36,14,50,
50858,216409,1073020,7,12,S/D,,,,,0.2,7,8.5,38,41,21,
50859,216409,1073021,0,7,S/D,,,,,0.7,25,8,32,32,36,
50860,216410,1073022,0,10,S/D,,0,,,1.2,76,5.8,,,,
50861,216411,1073023,0,9,S/D,,,,,0.2,30,8,36,22,42,
50862,216412,1073024,0,18,S/D,,,,,2.1,9,8,12,44,44,
50863,216412,1073025,18,29,S/D,,,,,1.9,3,8.1,12,38,50,
50864,216413,1073026,98,125,S/D,,470,,,1.2,9,8.2,64,14,22,
50865,216413,1073027,0,16,S/D,,470,,,0.1,10,8.3,62,14,24,
50866,216413,1073028,40,67,S/D,,470,,,0.4,9,8.6,68,10,22,
50867,216413,1073029,16,40,S/D,,465,,,0.2,9,8.6,64,16,20,
50868,216413,1073030,67,98,S/D,,470,,,1,8,8.2,60,18,22,
50869,216414,1073031,30,48,S/D,,405,,,3.3,5,8.1,48,26,26,
50870,216414,1073032,16,30,S/D,,,,,2.5,5,8,56,24,20,
50871,216414,1073033,0,16,S/D,,,,,1.3,14,7.6,52,24,24,
50872,216414,1073034,48,80,S/D,,405,,,4.1,3,8,56,26,18,
50873,216415,1073035,47,70,S/D,,,,,0.4,2,8.2,62,14,24,
50874,216415,1073036,70,93,S/D,,235,,,0.5,2,8.3,62,16,22,
50875,216415,1073037,93,125,S/D,,215,,,0.7,2,8.3,62,16,22,
50876,216415,1073038,24,47,S/D,,,,,0.3,5,7.9,56,22,22,
50877,216415,1073039,0,24,S/D,,,,,0.2,9,7.7,58,28,14,
50878,216416,1073040,0,14,S/D,,0,,,0.1,7,5.3,13,20,67,
50879,216416,1073041,14,39,S/D,,0,,,0,6,5.6,19,24,57,
50880,216417,1073042,0,13,S/D,,0,,,0.1,13,5.3,15,12,73,
50881,216418,1073043,0,18,S/D,,0,,,0.8,39,4.5,18,30,52,
50882,216418,1073044,18,38,S/D,,0,,,0,6,4.9,23,42,35,
50883,216418,1073045,38,60,S/D,,0,,,0,3,4.6,19,38,43,
50884,216419,1073046,46,65,S/D,,0,,,0,4,6.2,33,20,47,
50885,216419,1073047,12,46,S/D,,0,,,0.1,8,5.9,39,14,47,
50886,216419,1073048,65,90,S/D,,0,,,0,1,6.3,23,14,63,
50887,216419,1073049,0,12,S/D,,0,,,0.3,20,4.8,4,10,86,
50888,216420,1073050,0,22,S/D,,0,,,0.3,16,5.4,11,18,71,
50889,216421,1073051,92,115,S/D,,,,,0.1,1,7.5,34,14,52,
50890,216421,1073052,51,78,S/D,,0,,,0,4,6.7,32,30,38,
50891,216421,1073053,78,92,S/D,,0,,,0,1,6.8,30,15,55,
50892,216421,1073054,0,23,S/D,,0,,,0.1,6,5.6,20,26,54,
50893,216421,1073055,23,51,S/D,,0,,,0,8,6.6,32,28,40,
50894,216422,1073056,13,29,S/D,,0,,,0,42,5.9,14,14,72,
50895,216422,1073057,0,13,S/D,,0,,,0.1,44,6.2,10,34,56,
50896,216423,1073058,47,60,S/D,,,,,0.5,4,8.1,56,3,41,
50897,216423,1073059,60,86,S/D,,,,,0.5,0,9,10,18,72,
50898,216423,1073060,86,125,S/D,,,,,1.4,1,9.2,32,26,42,
50899,216423,1073061,0,21,S/D,,0,,,0.4,3,6.2,12,5,83,
50900,216423,1073062,21,29,S/D,,,,,0.4,4,7.4,18,11,71,
50901,216423,1073063,29,47,S/D,,,,,0.4,1,8.1,15,18,67,
50902,216424,1073064,0,13,S/D,,0,,,0.4,31,3.8,12,26,62,
50903,216424,1073065,13,25,S/D,,0,,,0.1,10,4,23,28,49,
50904,216424,1073066,25,53,S/D,,0,,,0,2,4.1,15,28,57,
50905,216425,1073067,64,76,S/D,,,,,0,0,7.7,14,18,68,
50906,216425,1073068,0,24,S/D,,0,,,0,3,6,16,14,70,
50907,216425,1073069,24,40,S/D,,0,,,0,1,6.4,14,22,64,
50908,216425,1073070,40,51,S/D,,0,,,0,1,6.8,12,20,68,
50909,216425,1073071,51,64,S/D,,0,,,0,1,7,18,22,60,
50910,216426,1073072,13,32,S/D,,0,,,0,5,6.2,20,26,54,
50911,216426,1073073,38,45,S/D,,0,,,0.1,2,6.8,46,14,40,
50912,216426,1073074,32,38,S/D,,0,,,0,3,6.4,22,22,56,
50913,216426,1073075,0,13,S/D,,0,,,0.1,9,6.6,22,24,54,
50914,216427,1073076,0,12,S/D,,0,,,0,4,6.7,18,28,54,
50915,216427,1073077,12,22,S/D,,,,,0,4,7.2,22,28,50,
50916,216427,1073078,22,36,S/D,,,,,0.1,3,8.1,52,22,26,
50917,216428,1073079,0,18,S/D,,,,,0,8,7.3,54,18,28,
50918,216428,1073080,82,101,S/D,,,,,0.1,4,7.6,56,16,28,
50919,216428,1073081,60,82,S/D,,,,,0,5,7.3,56,18,26,
50920,216428,1073082,39,60,S/D,,,,,0,5,7.2,60,16,24,
50921,216428,1073083,18,39,S/D,,,,,0,6,7.3,58,12,30,
50922,216428,1073084,101,125,S/D,,70,,,0.1,2,8.1,50,22,28,
50923,216429,1073085,106,126,S/D,,0,,,0,3,6,46,22,32,
50924,216429,1073086,0,14,S/D,,0,,,0,19,4.9,30,32,38,
50925,216429,1073087,14,35,S/D,,0,,,0,7,5.2,34,30,36,
50926,216429,1073088,35,63,S/D,,0,,,0,6,5.6,46,28,26,
50927,216429,1073089,63,79,S/D,,0,,,0,6,5.5,46,22,32,
50928,216429,1073090,79,106,S/D,,0,,,0,4,5.8,40,24,36,
50929,216430,1073091,31,39,S/D,,,,,0,4,7.1,28,16,56,
50930,216430,1073092,14,31,S/D,,,,,0,4,7.3,26,20,54,
50931,216430,1073093,39,60,S/D,,,,,0,3,7.5,52,12,36,
50932,216430,1073094,0,14,S/D,,0,,,0,5,7,24,22,54,
50933,216431,1073095,0,9,S/D,,0,,,0,13,7,30,18,52,
50934,216432,1073096,0,19,S/D,,0,,,0,62,5.5,16,50,34,
50935,216432,1073097,19,52,S/D,,0,,,0,17,5.4,18,40,42,
50936,216433,1073098,19,35,S/D,,0,,,0,4,6.1,20,18,62,
50937,216433,1073099,35,53,S/D,,0,,,0,0,5.5,24,24,52,
50938,216433,1073100,0,19,S/D,,0,,,0,8,6.1,20,18,62,
50939,216434,1073101,0,20,S/D,,,,,0.2,11,8.2,32,36,32,
50940,216434,1073102,20,31,S/D,,,,,0.2,8,8.9,38,30,32,
50941,216434,1073103,31,45,S/D,,55,,,0.2,7,8.9,38,32,30,
50942,216434,1073104,45,62,S/D,,45,,,0.2,4,8.9,36,28,36,
50943,216435,1073105,0,20,S/D,,0,,,0.5,18,6.7,38,2,60,
50944,216435,1073106,100,125,S/D,,,,,0.5,2,8,54,22,24,
50945,216435,1073107,80,100,S/D,,,,,0.5,3,8,56,22,22,
50946,216435,1073108,50,80,S/D,,,,,0.1,4,7.7,36,26,38,
50947,216435,1073109,20,50,S/D,,0,,,0.5,16,6.7,32,24,44,
50948,216436,1073110,0,7,S/D,,149,,,0.6,31,7.8,39,17,44,
50949,216437,1073111,25,50,S/D,,,,,0.1,12,8,40,16,44,
50950,216437,1073112,0,25,S/D,,0,,,0.4,20,7,54,18,28,
50951,216437,1073113,50,80,S/D,,,,,0.1,4,8.3,46,33,21,
50952,216437,1073114,110,150,S/D,,,,,0.2,4,8.3,74,14,12,
50953,216437,1073115,80,110,S/D,,,,,0.2,4,8.3,68,20,12,
50954,216438,1073116,80,103,S/D,,,,,0.2,4,8.3,,,,
50955,216438,1073117,50,80,S/D,,,,,0.1,4,8.3,,,,
50956,216438,1073118,25,50,S/D,,,,,0.1,12,8.1,40,16,44,
50957,216438,1073119,0,25,S/D,,0,,,0.4,20,7,54,18,28,
50958,216439,1073120,18,40,S/D,,385,,,0.2,2,,20,18,62,
50959,216439,1073121,110,125,S/D,,380,,,0.1,1,,22,26,52,
50960,216439,1073122,90,110,S/D,,454,,,0.1,2,,16,24,60,
50961,216439,1073123,60,90,S/D,,524,,,0.1,3,,,,,
50962,216439,1073124,40,60,S/D,,0,,,0,0,,,,,
50963,216439,1073125,0,18,S/D,,414,,,0.2,3,,18,20,62,
50964,216440,1073126,0,8,S/D,,,,,0.6,43,7.4,54,14,32,
50965,216441,1073127,0,20,S/D,,153,,,0.5,18,7.8,11,43,46,
50966,216441,1073128,75,90,S/D,,174,,,0.1,5,8.4,38,30,32,
50967,216441,1073129,55,75,S/D,,150,,,0.1,5,8.5,26,36,38,
50968,216441,1073130,20,55,S/D,,132,,,0.2,15,8.3,32,34,34,
50969,216441,1073131,90,125,S/D,,275,,,0.2,2,8.5,20,40,40,
50970,216442,1073132,50,85,S/D,,140,,,0.1,9,8.4,48,18,34,
50971,216442,1073133,0,20,S/D,,75,,,0.5,10,7.7,44,22,34,
50972,216442,1073134,85,125,S/D,,290,,,0.1,2,8.5,34,16,50,
50973,216442,1073135,20,50,S/D,,108,,,0.1,10,8.2,36,18,46,
50974,216443,1073136,60,90,S/D,,94,,,0.3,5,8,32,34,34,
50975,216443,1073137,90,125,S/D,,155,,,0.2,2,8.3,20,34,46,
50976,216443,1073138,0,35,S/D,,60,,,0.3,18,7.8,29,25,46,
50977,216443,1073139,35,60,S/D,,54,,,0.2,8,8.3,32,28,40,
50978,216444,1073140,70,90,S/D,,408,,,0.1,1,8.9,22,22,56,
50979,216444,1073141,50,70,S/D,,417,,,0.1,5,8.7,28,20,52,
50980,216444,1073142,20,50,S/D,,78,,,0.2,15,8.3,38,22,40,
50981,216444,1073143,0,20,S/D,,45,,,0.4,26,7.8,37,25,38,
50982,216445,1073144,40,60,S/D,,373,,,0.1,4,8.6,36,16,48,
50983,216445,1073145,18,40,S/D,,174,,,0.2,10,8.4,42,20,38,
50984,216445,1073146,100,125,S/D,,408,,,0.2,2,9,30,20,50,
50985,216445,1073147,80,100,S/D,,408,,,0.1,2,9,28,14,58,
50986,216445,1073148,0,18,S/D,,167,,,0.3,18,8,29,13,58,
50987,216445,1073149,60,80,S/D,,417,,,0.1,2,9,22,32,46,
50988,216446,1073150,25,50,S/D,,377,,,0,3,8.6,22,22,56,
50989,216446,1073151,100,125,S/D,,254,,,0,0,8.5,22,32,46,
50990,216446,1073152,70,100,S/D,,320,,,0,0,8.6,20,26,54,
50991,216446,1073153,50,70,S/D,,374,,,0,1,9,20,24,56,
50992,216446,1073154,0,10,S/D,,306,,,0.5,19,8,14,16,70,
50993,216446,1073155,10,25,S/D,,383,,,0.1,7,8.4,22,24,54,
50994,216447,1073156,20,50,S/D,,290,,,0,4,8,34,24,42,
50995,216447,1073157,0,20,S/D,,170,,,0.2,14,8,32,20,48,
50996,216447,1073158,80,125,S/D,,320,,,0,1,9,26,22,52,
50997,216447,1073159,50,80,S/D,,320,,,0,0,8.6,22,12,66,
50998,216448,1073160,30,60,S/D,,338,,,0.1,1,8.6,30,10,60,
50999,216448,1073161,0,30,S/D,,210,,,0.2,9,8,36,16,48,
51000,216448,1073162,90,125,S/D,,380,,,0,1,8.6,20,22,58,
51001,216448,1073163,60,90,S/D,,342,,,0.1,1,8.5,22,18,60,
51002,216449,1073164,0,10,S/D,,25,,,0.6,20,5,40,12,48,
51003,216449,1073165,70,100,S/D,,0,,,0,3,5,69,9,22,
51004,216449,1073166,40,70,S/D,,0,,,0,4,4.8,57,7,36,
51005,216449,1073167,100,125,S/D,,0,,,0,3,5,51,15,34,
51006,216449,1073168,10,40,S/D,,0,,,0.1,7,5,40,10,50,
51007,216450,1073169,0,30,S/D,,245,,,0.2,23,8.3,34,28,38,
51008,216450,1073170,30,57,S/D,,307,,,0.1,7,8.7,20,34,46,
51009,216450,1073171,57,80,S/D,,267,,,0.3,3,9.2,38,22,40,
51010,216450,1073172,80,130,S/D,,350,,,0,0,8.9,22,30,48,
51011,216451,1073173,0,30,S/D,,276,,,0.2,25,8.3,34,31,35,
51012,216451,1073174,56,88,S/D,,390,,,0,6,8.9,26,24,50,
51013,216451,1073175,30,56,S/D,,310,,,0.1,11,8.6,31,12,57,
51014,216451,1073176,88,125,S/D,,460,,,0.1,4,8.4,16,24,60,
51015,216452,1073177,0,34,S/D,,276,,,0.1,25,8.2,34,31,35,
51016,216452,1073178,34,63,S/D,,310,,,0.1,11,8.6,31,12,57,
51017,216452,1073179,63,92,S/D,,390,,,0,5,8.9,26,24,50,
51018,216452,1073180,92,125,S/D,,460,,,0,4,8.4,16,24,60,
51019,216453,1073181,56,85,S/D,,427,,,0,2,8.9,2,1,97,
51020,216453,1073182,0,19,S/D,,260,,,0.1,25,8,16,18,66,
51021,216453,1073183,85,125,S/D,,403,,,0,1,8.9,10,6,84,
51022,216453,1073184,19,56,S/D,,320,,,0,5,8.9,2,0,98,
51023,216454,1073185,64,104,S/D,,0,,,0,3,6.9,68,10,22,
51024,216454,1073186,104,115,S/D,,,,,0.2,1,7.6,24,14,62,
51025,216454,1073187,26,64,S/D,,0,,,0,9,6.5,38,24,38,
51026,216454,1073188,0,26,S/D,,0,,,0.1,5,6.3,34,20,46,
51027,216455,1073189,110,125,S/D,,,,,0.2,10,8,64,14,22,
51028,216455,1073190,30,54,S/D,,23,,,0.1,11,8.1,64,14,22,
51029,216455,1073191,77,110,S/D,,,,,0.1,11,7.8,62,20,18,
51030,216455,1073192,54,77,S/D,,,,,0.1,10,7.9,60,16,24,
51031,216455,1073193,0,30,S/D,,78,,,0.2,12,7.9,50,16,34,
51032,216456,1073194,0,12,S/D,,0,,,0.1,15,6.1,32,16,52,
51033,216456,1073195,12,32,S/D,,0,,,0.1,9,6.2,44,16,40,
51034,216457,1073196,44,60,S/D,,37,,,0.2,3,8.7,44,14,42,
51035,216457,1073197,13,27,S/D,,28,,,0.3,12,8,52,10,38,
51036,216457,1073198,0,13,S/D,,,,,0.2,15,7.8,52,10,38,
51037,216457,1073199,27,44,S/D,,10,,,0.2,5,8.5,42,18,40,
51038,216458,1073200,10,31,S/D,,0,,,0.1,12,6.3,40,26,34,
51039,216458,1073201,0,10,S/D,,0,,,0.1,12,5.6,40,22,38,
51040,216458,1073202,31,64,S/D,,0,,,0.1,8,6.6,40,20,40,
51041,216459,1073203,9,31,S/D,,0,,,0.1,20,5.8,56,14,30,
51042,216459,1073204,0,9,S/D,,0,,,0.1,74,5.3,,,,
51043,216460,1073205,61,87,S/D,,,,,0.2,3,8.5,38,24,38,
51044,216460,1073206,0,30,S/D,,0,,,0.2,10,6.8,42,30,28,
51045,216460,1073207,30,61,S/D,,,,,0.2,5,8.2,52,22,26,
51046,216460,1073208,115,125,S/D,,,,,0.2,2,8.7,32,44,24,
51047,216460,1073209,87,115,S/D,,,,,0.1,1,8.6,20,12,68,
51048,216461,1073210,0,14,S/D,,0,,,0.1,14,4.1,34,18,48,
51049,216461,1073211,14,52,S/D,,0,,,0,5,4.4,50,16,34,
51050,216462,1073212,0,18,S/D,,0,,,0.3,15,6.3,40,18,42,
51051,216462,1073213,42,58,S/D,,,,,0.2,3,7.7,70,10,20,
51052,216462,1073214,18,42,S/D,,0,,,0.1,7,6.9,70,4,26,
51053,216463,1073215,21,41,S/D,,0,,,0,3,5.3,46,18,36,
51054,216463,1073216,0,11,S/D,,0,,,0.3,19,4.6,40,24,36,
51055,216463,1073217,11,21,S/D,,0,,,0,8,5.4,44,24,32,
51056,216463,1073218,41,70,S/D,,0,,,0,2,5.1,46,21,33,
51057,216464,1073219,0,16,S/D,,0,,,0.1,12,7,54,12,34,
51058,216464,1073220,16,36,S/D,,,,,0.1,6,7.7,50,6,44,
51059,216465,1073221,18,25,S/D,,0,,,0.1,6,6.3,35,5,60,
51060,216465,1073222,0,18,S/D,,0,,,0.1,5,5.5,18,6,76,
51061,216465,1073223,45,70,S/D,,0,,,0.1,1,6.7,67,3,30,
51062,216465,1073224,25,45,S/D,,0,,,0.1,3,6.6,68,6,26,
51063,216465,1073225,70,107,S/D,,0,,,0.1,0,7,36,20,44,
51064,216466,1073226,102,125,S/D,,0,,,0.2,3,6.6,32,21,47,
51065,216466,1073227,0,18,S/D,,0,,,0.1,15,6.2,46,26,28,
51066,216466,1073228,18,36,S/D,,0,,,0.1,13,5.8,44,26,30,
51067,216466,1073229,36,74,S/D,,0,,,0.1,9,6.5,47,25,28,
51068,216466,1073230,74,102,S/D,,0,,,0,3,6.7,26,8,66,
51069,216467,1073231,100,138,S/D,,,,,0.8,0,9.4,56,16,28,
51070,216467,1073232,0,16,S/D,,,,,0.4,15,7.5,72,12,16,
51071,216467,1073233,16,46,S/D,,,,,0.1,9,8.2,68,12,20,
51072,216467,1073234,46,77,S/D,,,,,0.5,4,9.2,72,10,18,
51073,216467,1073235,77,100,S/D,,,,,1,3,9.4,66,18,16,
51074,216468,1073236,0,30,S/D,,0,,,0,7,6.5,54,18,28,
51075,216468,1073237,101,125,S/D,,,,,0.1,3,8.1,58,20,22,
51076,216468,1073238,64,101,S/D,,,,,0.2,4,7.9,62,24,14,
51077,216468,1073239,30,64,S/D,,,,,0.1,7,7.3,60,16,24,
51078,216469,1073240,6,40,S/D,,0,,,0,4,4.5,26,16,58,
51079,216469,1073241,0,6,S/D,,0,,,0,29,4.9,16,18,66,
51080,216470,1073242,0,10,S/D,,0,,,0.1,36,5.3,54,24,22,
51081,216470,1073243,10,26,S/D,,0,,,0.1,19,5.2,60,20,20,
51082,216471,1073244,44,81,S/D,,0,,,0.2,4,6.9,62,18,20,
51083,216471,1073245,17,44,S/D,,0,,,0.1,6,6.2,64,14,22,
51084,216471,1073246,81,125,S/D,,0,,,0.1,3,6.8,62,14,24,
51085,216471,1073247,0,17,S/D,,0,,,0,17,5.8,56,18,26,
51086,216472,1073248,18,36,S/D,,0,,,0.1,10,6.4,66,8,26,
51087,216472,1073249,36,54,S/D,,0,,,0.1,8,6.8,78,4,18,
51088,216472,1073250,0,18,S/D,,0,,,0.1,20,6.1,48,28,24,
51089,216473,1073251,0,18,S/D,,0,,,0.3,15,4.4,60,16,24,
51090,216473,1073252,18,36,S/D,,0,,,0.2,10,5.9,74,12,14,
51091,216474,1073253,0,23,S/D,,0,,,0.2,11,6.4,60,14,26,
51092,216474,1073254,23,55,S/D,,,,,0.3,9,7.8,77,5,18,
51093,216475,1073255,0,18,S/D,,0,,,0.1,19,6.5,34,28,38,
